experiment_id,sample_id,model_id,batch,row_index_in_batch,true_label,predicted_label,correct,prediction_margin,category
EXP-XAI-0001,B10:93,MODEL-C2,10,93,3,2,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:187,MODEL-C2,10,187,2,2,True,0.024999999999999967,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:201,MODEL-C2,10,201,2,2,True,0.034999999999999976,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:523,MODEL-C2,10,523,2,2,True,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:840,MODEL-C2,10,840,1,1,True,0.04500000000000004,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:842,MODEL-C2,10,842,1,1,True,0.75,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1191,MODEL-C2,10,1191,2,1,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:1323,MODEL-C2,10,1323,5,5,True,0.019999999999999962,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1325,MODEL-C2,10,1325,5,5,True,0.24500000000000005,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1437,MODEL-C2,10,1437,5,4,False,0.0,NEAR_DECISION_BOUNDARY
