experiment_id,candidate_id,sample_id,feature_id,reference_value,candidate_value,absolute_error,relative_error,relative_error_denominator,abs_reference_z,reference_magnitude_bin,pass
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F012,-0.737723585941803,-0.737723589,3.058197028948939e-09,4.145451070328382e-09,0.737723585941803,0.737723585941803,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F013,0.7269121331638634,0.726912141,7.836136628469603e-09,1.078003278658048e-08,0.7269121331638634,0.7269121331638634,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F014,0.7071109590851076,0.707111001,4.191489244576019e-08,5.9276259131935375e-08,0.7071109590851076,0.7071109590851076,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F015,0.5029909675159203,0.502990961,6.515920358829419e-09,1.2954348645680565e-08,0.5029909675159203,0.5029909675159203,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F016,-1.2501054979573063,-1.2501055,2.0426937918927024e-09,1.6340171251390373e-09,1.2501054979573063,1.2501054979573063,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F017,-1.1429236728875558,-1.14292371,3.7112444228881714e-08,3.247149841171672e-08,1.1429236728875558,1.1429236728875558,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F018,-1.0533620949991538,-1.05336213,3.500084622132249e-08,3.3227744179792804e-08,1.0533620949991538,1.0533620949991538,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F019,-0.9268310664234128,-0.926830947,1.1942341282544788e-07,1.2885132701291065e-07,0.9268310664234128,0.9268310664234128,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F020,-0.8303782469357327,-0.830378234,1.2935732707219927e-08,1.5578120880400534e-08,0.8303782469357327,0.8303782469357327,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F021,0.9964555952357456,0.99645561,1.4764254485655215e-08,1.4816771119803112e-08,0.9964555952357456,0.9964555952357456,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F022,0.9498833677197286,0.949883401,3.3280271427571506e-08,3.503616607948771e-08,0.9498833677197286,0.9498833677197286,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F023,0.951386488819073,0.951386452,3.681907290165043e-08,3.870043702991076e-08,0.951386488819073,0.951386488819073,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F024,-1.2919441126698916,-1.29194403,8.266989159899651e-08,6.398875213584393e-08,1.2919441126698916,1.2919441126698916,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F025,-1.228976819690733,-1.22897685,3.030926709612913e-08,2.466219591005495e-08,1.228976819690733,1.228976819690733,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F026,-1.0190125088943849,-1.01901257,6.11056150123801e-08,5.996552002946351e-08,1.0190125088943849,1.0190125088943849,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F027,-0.8942185999371502,-0.894218683,8.306284970949207e-08,9.288875193977189e-08,0.8942185999371502,0.8942185999371502,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F028,-0.6385530150428277,-0.638552964,5.104282774226476e-08,7.993514483498496e-08,0.6385530150428277,0.6385530150428277,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F029,1.0259475049059217,1.02594745,5.490592158707841e-08,5.3517281658688014e-08,1.0259475049059217,1.0259475049059217,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F030,0.9727910750978284,0.972791016,5.909782840873845e-08,6.07507921500979e-08,0.9727910750978284,0.9727910750978284,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F031,0.6732031443304359,0.673203111,3.3330435966760774e-08,4.951022027669083e-08,0.6732031443304359,0.6732031443304359,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F032,-1.04826947649576,-1.04826951,3.350423982695361e-08,3.196147610722606e-08,1.04826947649576,1.04826947649576,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F033,-1.127170947743923,-1.1271708,1.4774392287364435e-07,1.3107499192501336e-07,1.127170947743923,1.127170947743923,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F034,-0.8776530209654639,-0.877653122,1.0103453607079871e-07,1.1511899766453885e-07,0.8776530209654639,0.8776530209654639,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F035,-0.7497757362043146,-0.749775767,3.079568544617217e-08,4.107319556921527e-08,0.7497757362043146,0.7497757362043146,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F036,-0.7808220452662744,-0.780822098,5.27337256084337e-08,6.753616387771243e-08,0.7808220452662744,0.7808220452662744,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F037,1.0332635726171313,1.03326356,1.2617131339709431e-08,1.2210951468802647e-08,1.0332635726171313,1.0332635726171313,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F038,1.0321909365285753,1.03219092,1.6528575397245504e-08,1.6013098751703605e-08,1.0321909365285753,1.0321909365285753,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F039,0.7167517052933103,0.716751695,1.0293310315212523e-08,1.4361054517477955e-08,0.7167517052933103,0.7167517052933103,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F040,-1.024181320181624,-1.02418137,4.981837586903737e-08,4.8642144596234955e-08,1.024181320181624,1.024181320181624,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F041,-1.1354091618305868,-1.13540912,4.183058677220686e-08,3.684186122363557e-08,1.1354091618305868,1.1354091618305868,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F042,-0.8839967266573631,-0.883996665,6.165736310403958e-08,6.974840657745779e-08,0.8839967266573631,0.8839967266573631,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F043,-0.8128722206866078,-0.812872231,1.0313392140304245e-08,1.2687593299218473e-08,0.8128722206866078,0.8128722206866078,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F044,-0.8098091409262491,-0.809809208,6.707375088677026e-08,8.282661617038822e-08,0.8098091409262491,0.8098091409262491,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F045,1.0137779447515889,1.01377809,1.4524841107643738e-07,1.4327438452217297e-07,1.0137779447515889,1.0137779447515889,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F046,1.0069398005610275,1.00693977,3.056102748644207e-08,3.0350401751340706e-08,1.0069398005610275,1.0069398005610275,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F047,0.712488156579951,0.712488115,4.1579951037817864e-08,5.835879607796964e-08,0.712488156579951,0.712488156579951,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F048,-1.2054006602369722,-1.20540071,4.9763027698546125e-08,4.128339177179736e-08,1.2054006602369722,1.2054006602369722,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F049,-1.136948614136869,-1.1369487,8.586313104963494e-08,7.552067875540636e-08,1.136948614136869,1.136948614136869,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F050,-1.0598589245180288,-1.05985892,4.5180288399393476e-09,4.262858702627732e-09,1.0598589245180288,1.0598589245180288,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F051,-0.8766622319006118,-0.876662254,2.209938820829649e-08,2.5208555135750302e-08,0.8766622319006118,0.8766622319006118,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F052,-0.7654765643737794,-0.765476584,1.9626220537638517e-08,2.5639218038888393e-08,0.7654765643737794,0.7654765643737794,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F053,0.9908939380127332,0.9908939,3.8012733183379055e-08,3.836206048410661e-08,0.9908939380127332,0.9908939380127332,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F054,0.9487516269295256,0.948751628,1.0704743758083168e-09,1.128297802526807e-09,0.9487516269295256,0.9487516269295256,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F055,0.927197037210738,0.92719692,1.1721073800430304e-07,1.264140558051231e-07,0.927197037210738,0.927197037210738,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F056,-1.2204331029993338,-1.220433,1.0299933372870385e-07,8.439572269514232e-08,1.2204331029993338,1.2204331029993338,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F057,-1.1466629168059577,-1.14666295,3.3194042403650315e-08,2.8948387461689866e-08,1.1466629168059577,1.1466629168059577,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F058,-1.049802803036174,-1.04980278,2.303617385734924e-08,2.194333430119015e-08,1.049802803036174,1.049802803036174,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F059,-0.876388785077538,-0.876388729,5.6077538057586196e-08,6.398705575930523e-08,0.876388785077538,0.876388785077538,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F060,-0.7870785101960686,-0.7870785,1.0196068545020864e-08,1.2954322107563233e-08,0.7870785101960686,0.7870785101960686,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F061,1.0045177253114597,1.00451767,5.5311459634665994e-08,5.506270147449731e-08,1.0045177253114597,1.0045177253114597,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F062,0.9643837407954632,0.964383781,4.020453681086167e-08,4.168935570989544e-08,0.9643837407954632,0.9643837407954632,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F063,0.6763345998549923,0.6763345,9.98549923858505e-08,1.4764140768084263e-07,0.6763345998549923,0.6763345998549923,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F064,-0.7241923647765375,-0.724192381,1.622346257335039e-08,2.240214528961021e-08,0.7241923647765375,0.7241923647765375,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F065,-0.6391351444065477,-0.639135182,3.759345224008115e-08,5.881925375107884e-08,0.6391351444065477,0.6391351444065477,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F066,-0.7629890323984021,-0.762988985,4.7398402092113656e-08,6.212199662047583e-08,0.7629890323984021,0.7629890323984021,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F067,-0.7858202282475268,-0.785820246,1.7752473158161308e-08,2.2591010666334522e-08,0.7858202282475268,0.7858202282475268,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F068,-0.757349767314576,-0.757349789,2.168542401204121e-08,2.8633301214224654e-08,0.757349767314576,0.757349767314576,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F069,0.7613207650543579,0.76132071,5.505435785035928e-08,7.231427327012213e-08,0.7613207650543579,0.7613207650543579,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F070,0.7370628412704456,0.737062871,2.972955437385849e-08,4.033516914597791e-08,0.7370628412704456,0.7370628412704456,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F071,0.5502521584134759,0.55025214,1.8413475855183492e-08,3.3463704909898885e-08,0.5502521584134759,0.5502521584134759,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F072,-0.6713119445396982,-0.671311975,3.046030172537684e-08,4.5374288321746907e-08,0.6713119445396982,0.6713119445396982,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F073,-0.5810856388335385,-0.581085622,1.6833538452054597e-08,2.8969118021649888e-08,0.5810856388335385,0.5810856388335385,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F074,-0.7301086395041825,-0.730108678,3.8495817533679144e-08,5.2726149850550585e-08,0.7301086395041825,0.7301086395041825,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F075,-0.7546827153890193,-0.754682779,6.361098070506443e-08,8.428837630430509e-08,0.7546827153890193,0.7546827153890193,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F076,-0.7395787979513124,-0.739578784,1.395131243864256e-08,1.886386207566891e-08,0.7395787979513124,0.7395787979513124,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F077,0.696119119506921,0.69611913,1.0493079072304567e-08,1.5073683193383748e-08,0.696119119506921,0.696119119506921,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F078,0.6731040233139373,0.673103988,3.5313937218894864e-08,5.2464308629491525e-08,0.6731040233139373,0.6731040233139373,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F079,0.4865896557293847,0.486589611,4.4729384696129415e-08,9.192424082481014e-08,0.4865896557293847,0.4865896557293847,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F080,-1.2486051699169252,-1.24860513,3.9916925098637535e-08,3.196921337534857e-08,1.2486051699169252,1.2486051699169252,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F081,-1.1933186868414356,-1.19331872,3.315856433872e-08,2.77868474736506e-08,1.1933186868414356,1.1933186868414356,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F082,-1.0472595117857657,-1.04725957,5.821423432195161e-08,5.5587209919617606e-08,1.0472595117857657,1.0472595117857657,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F083,-0.9345953327557874,-0.934595287,4.5755787381196455e-08,4.8957859918130556e-08,0.9345953327557874,0.9345953327557874,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F084,-0.877259125062953,-0.877259135,9.93704696305997e-09,1.1327379424348395e-08,0.877259125062953,0.877259125062953,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F085,0.9978430017801798,0.997842968,3.378017976451986e-08,3.3853201058939206e-08,0.9978430017801798,0.9978430017801798,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F086,0.9597685185853408,0.959768474,4.458534086371202e-08,4.645426475274368e-08,0.9597685185853408,0.9597685185853408,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F087,0.7280697695462435,0.728069723,4.6546243526179865e-08,6.393102072510026e-08,0.7280697695462435,0.7280697695462435,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F088,-1.3272095904906145,-1.32720947,1.204906145968465e-07,9.078491856912073e-08,1.3272095904906145,1.3272095904906145,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F089,-1.3881417953313804,-1.38814187,7.466861973171035e-08,5.379034042691964e-08,1.3881417953313804,1.3881417953313804,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F090,-1.0050517480539398,-1.00505173,1.8053939898621252e-08,1.7963194366438056e-08,1.0050517480539398,1.0050517480539398,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F091,-0.8882333838896712,-0.888233304,7.98896712117525e-08,8.994220737561887e-08,0.8882333838896712,0.8882333838896712,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F092,-0.79261350454014,-0.792613506,1.459860010655234e-09,1.8418308574015758e-09,0.79261350454014,0.79261350454014,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F093,1.1180227032583605,1.11802268,2.3258360570821424e-08,2.0803120100367693e-08,1.1180227032583605,1.1180227032583605,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F094,1.053577740842943,1.05357766,8.084294300658712e-08,7.673182516356749e-08,1.053577740842943,1.053577740842943,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F095,0.9784250350714164,0.978425086,5.0928583572584785e-08,5.205159490718412e-08,0.9784250350714164,0.9784250350714164,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F096,-1.0342734139170016,-1.03427339,2.3917001490403322e-08,2.312444772202432e-08,1.0342734139170016,1.0342734139170016,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F097,-1.1805908866216976,-1.18059087,1.6621697573881988e-08,1.4079134238826425e-08,1.1805908866216976,1.1805908866216976,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F098,-0.8521958633284601,-0.852195919,5.567153993357721e-08,6.532716518493571e-08,0.8521958633284601,0.8521958633284601,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F099,-0.8073502699967837,-0.807350218,5.199678376754946e-08,6.44042439816817e-08,0.8073502699967837,0.8073502699967837,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F100,-0.6512737286006441,-0.651273668,6.060064416946176e-08,9.304942224473112e-08,0.6512737286006441,0.6512737286006441,"[0.1,1)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F101,1.0341780638151865,1.03417802,4.3815186590023814e-08,4.236715912188777e-08,1.0341780638151865,1.0341780638151865,"[1,inf)",True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F102,1.0374404896787006,1.03744042,6.96787005871613e-08,6.716404582275468e-08,1.0374404896787006,1.0374404896787006,"[1,inf)",True
