experiment_id,sample_id,batch,feature,raw_source_float64,raw_input_float32,raw_cast_absolute_error,raw_cast_relative_error
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,12,5.026986,5.026986,1.2213134770178158e-07,2.4295143790291354e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,13,-3.252127,-3.252127,6.785583517299187e-08,2.0865063133448316e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,14,-3.99553,-3.99553,1.0993957522131836e-07,2.7515642535863418e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,15,-11.599578,-11.599578,9.625244068445227e-08,8.29792606976325e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,16,2601.8249,2601.825,5.117187492942321e-05,1.96676859113091e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,17,2.085748,2.085748,4.277038589961535e-08,2.0506017936785912e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,18,0.723314,0.723314,1.2744903576944466e-08,1.7620153317846007e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,19,1.161237,1.161237,1.4190673081060368e-09,1.222030738002696e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,20,1.587376,1.587376,1.5029906208496868e-09,9.468397032900126e-10
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,21,-0.516412,-0.516412,1.9729614275654228e-08,3.820518166823046e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,22,-0.82478,-0.82478,1.2664794879491126e-08,1.5355361283604266e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,23,-1.112882,-1.112882,1.808929450675123e-08,1.6254458699800365e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,24,2602.6865,2602.6865,2.3437500203726813e-05,9.005118443472472e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,25,2.074977,2.074977,7.891845710261691e-08,3.8033412949934824e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,26,0.723795,0.723795,3.2615661282875408e-09,4.506201518782999e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,27,1.216273,1.216273,4.982757562110862e-08,4.096742723147568e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,28,2.594866,2.594866,3.736877429716401e-08,1.4401042018032534e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,29,-0.520201,-0.520201,2.7393341039960717e-08,5.265914721417436e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,30,-0.855015,-0.855015,2.0160675018310314e-08,2.357932319118415e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,31,-2.791243,-2.791243,7.632446274996596e-08,2.7344255856607955e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,32,1218.5497,1218.5497,1.7382812529831426e-05,1.4265164998876472e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,33,2.092544,2.092544,7.882690411520343e-08,3.767036875458936e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,34,0.395898,0.395898,1.4307022067061581e-08,3.6138151915547895e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,35,0.863491,0.863491,1.2550354089313487e-09,1.45344353204764e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,36,1.145358,1.145358,3.357696543027089e-08,2.931569468259783e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,37,-0.252613,-0.252613,8.022308373156761e-09,3.175730612896708e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,38,-0.408573,-0.408573,1.6231536670296975e-09,3.972738450728995e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,39,-1.150768,-1.150768,4.161071776032088e-08,3.6159084854915045e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,40,1407.7876,1407.7876,2.3437501113221515e-06,1.6648463953810584e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,41,2.104463,2.104463,1.0043334963683037e-07,4.772397976910517e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,42,0.44639,0.44639,2.9659271150173083e-09,6.644250800907969e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,43,0.912604,0.912604,2.5657653779376233e-08,2.8114772430732533e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,44,1.218736,1.218736,5.2513122517083843e-08,4.3088185232145305e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,45,-0.292121,-0.292121,6.8626404003957475e-09,2.3492458263513227e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,46,-0.48432,-0.48432,1.4715194729397751e-08,3.038320682482192e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,47,-1.309839,-1.309839,1.0238647485394381e-08,7.816722120347906e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,48,3321.709,3321.709,1.5624999832652975e-05,4.703903873774908e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,49,2.41484,2.41484,1.7013549680200413e-08,7.04541488471303e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,50,1.03039,1.03039,2.4185180746982837e-08,2.3471870599465094e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,51,1.959228,1.959228,3.878784182731465e-08,1.9797513013959914e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,52,2.460395,2.460395,9.77325438356047e-08,3.9722298182041786e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,53,-0.70982,-0.70982,2.748489380532959e-08,3.872093461064719e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,54,-1.184975,-1.184975,2.8038025012833145e-08,2.3661279784664782e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,55,-1.387163,-1.387163,4.30221558378463e-08,3.10144920516524e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,56,3501.0945,3501.0945,1.757812515279511e-05,5.020751411535767e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,57,2.406442,2.406442,7.304382343420457e-08,3.03534527049497e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,58,1.068712,1.068712,3.921508895388115e-09,3.669378556045141e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,59,1.984295,1.984295,1.0566711505788362e-08,5.3251716633808796e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,60,2.354542,2.354542,1.6983032313788726e-08,7.212881449466065e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,61,-0.744714,-0.744714,2.168273927072306e-08,2.911552524958986e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,62,-1.227309,-1.227309,1.1428832991100535e-08,9.312107212690964e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,63,-3.471172,-3.471172,9.434509262717938e-08,2.7179607529439445e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,64,20407.4551,20407.455,2.1874999220017344e-05,1.0719121572398974e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,65,2.849163,2.849163,5.541992198487833e-08,1.945129920081032e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,66,3.246597,3.246597,5.162048344331538e-08,1.5899874066080693e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,67,3.794115,3.794115,6.65283201861655e-08,1.7534608251506742e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,68,4.485362,4.485362,5.2917480175551646e-08,1.1797817026931525e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,69,-2.902923,-2.902923,1.0714721687676843e-07,3.6910113315705734e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,70,-3.666017,-3.666017,5.55114745282026e-08,1.5142175971416007e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,71,-9.839388,-9.839388,1.0632324176640395e-07,1.0805879569583388e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,72,24773.999,24773.998,0.0009531249997962732,3.8472795603014e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,73,2.947995,2.947995,5.256652846341581e-08,1.7831281417850372e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,74,3.898243,3.898243,4.9560546777627223e-08,1.2713560128916341e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,75,4.526107,4.526107,1.6558837856450737e-07,3.65851665823427e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,76,5.47442,5.47442,7.06481930734526e-08,1.290514667735625e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,77,-3.691419,-3.691419,1.1381530740095513e-07,3.083240006104838e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,78,-4.553467,-4.553467,2.031250003753371e-07,4.4608866249681195e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,79,-12.050995,-12.050995,1.2695312534560799e-07,1.0534659199975436e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,80,3173.884,3173.884,3.3203124985448085e-05,1.046135428561601e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,81,2.201685,2.201685,4.821777332963961e-08,2.190039598291291e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,82,0.871304,0.871304,2.441787716467303e-08,2.8024520907367614e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,83,1.315971,1.315971,1.6883850095794628e-08,1.2829956052066974e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,84,1.62918,1.62918,4.5471191478796413e-08,2.791047734369217e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,85,-0.604284,-0.604284,1.1524200482782021e-08,1.9070835042433723e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,86,-0.911772,-0.911772,1.2710571262175563e-08,1.3940515021491735e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,87,-2.622255,-2.622255,8.689880370837955e-08,3.313896005856774e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,88,2369.0144,2369.0144,4.296874976716936e-06,1.813781704626589e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,89,2.202927,2.202927,1.1257934584563145e-07,5.110443779827087e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,90,0.675708,0.675708,4.10842893039387e-09,6.080183940983192e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,91,1.110452,1.110452,5.593109131396545e-08,5.036786039735662e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,92,1.405526,1.405526,4.1984558052377e-08,2.987106467783378e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,93,-0.477064,-0.477064,1.3481140148652315e-08,2.825855681554742e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,94,-0.760527,-0.760527,1.4732360886782203e-08,1.937125294273866e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,95,-0.986015,-0.986015,2.1800994898235615e-08,2.2110206130977334e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,96,1636.1588,1636.1588,1.3476562571668182e-05,8.236708179956728e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,97,2.16398,2.16398,7.17163084473782e-09,3.314092942050213e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,98,0.535716,0.535716,2.7809142766344053e-09,5.1910233717761e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,99,1.052986,1.052986,2.581024172165769e-08,2.4511476621396383e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,100,1.820696,1.820696,3.7155152288192994e-09,2.040711480016048e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,101,-0.332063,-0.332063,1.052665710155054e-08,3.170078298862126e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,102,-0.530287,-0.530287,2.7359008836214116e-08,5.159283338308146e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,103,-1.500841,-1.500841,2.1537780670044526e-08,1.4350474613929474e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,104,1657.308,1657.308,1.6601562492724042e-05,1.0017185998452938e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,105,2.161844,2.161844,1.5121460084088767e-08,6.99470455966701e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,106,0.553001,0.553001,1.3423919642541193e-08,2.4274675167931332e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,107,1.157846,1.157846,2.603149407143235e-08,2.2482691196784677e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,108,1.508133,1.508133,5.377960210495303e-08,3.565972106236852e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,109,-0.334765,-0.334765,1.276969907593184e-08,3.814526332182827e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,110,-0.53505,-0.53505,2.5081634547063913e-08,4.6877178856301116e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,111,-1.521051,-1.521051,4.923248297927785e-08,3.236741107252673e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,112,3955.4094,3955.4094,2.382812499490683e-05,6.024186774422599e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,113,2.519815,2.519815,3.189086905663885e-08,1.2656035882252804e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,114,1.205705,1.205705,4.665374753187734e-08,3.8694164436472724e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,115,2.145977,2.145977,2.0263672073639327e-08,9.442632457682132e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,116,2.597082,2.597082,1.0035705555466734e-07,3.864223599973637e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,117,-0.838715,-0.838715,1.6841888439422803e-08,2.00805857048256e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,118,-1.352179,-1.352179,5.044555662081507e-08,3.7306862938128065e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,119,-3.798715,-3.798715,1.1459350579556826e-07,3.0166386737506833e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,120,3573.0447,3573.0447,2.2265624920692062e-05,6.231555099406415e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,121,2.582159,2.582159,4.235839856647772e-08,1.640425650259249e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,122,1.120364,1.120364,4.927062979831476e-08,4.397734111263372e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,123,2.113358,2.113358,2.0782470855351676e-08,9.833861965342207e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,124,2.388007,2.388007,7.441711424860387e-08,3.1162854316844075e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,125,-0.760981,-0.760981,2.3311614971710526e-08,3.063363601944138e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,126,-1.218104,-1.218104,4.859924240818714e-09,3.9897449157204255e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00000,2,127,-1.605704,-1.605704,5.007171632875895e-08,3.118365298259141e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,0,5058.3721,5058.372,2.9687499591091182e-05,5.868982946329943e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,1,1.4073,1.4073,4.577636714131472e-09,3.252779587956706e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,2,0.338678,0.338678,2.3574829310923917e-09,6.960838705473611e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,3,0.455066,0.455066,4.545211818030026e-09,9.988027710332184e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,4,0.933165,0.933165,1.3790130592994387e-08,1.477780520378967e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,5,-0.448449,-0.448449,1.4184951768747567e-08,3.163113702728196e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,6,-0.567313,-0.567313,1.546096806137598e-08,2.7252976859997887e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,7,-1.160397,-1.160397,5.27648926773594e-08,4.547141424646858e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,8,5592.9893,5592.9893,4.2187500184809323e-05,7.542925244789816e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,9,1.465432,1.465432,4.78439330375835e-08,3.2648347407169694e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,10,0.384116,0.384116,6.023406995403491e-09,1.5681218682386286e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,11,0.441394,0.441394,1.2454986486609698e-09,2.821738964872585e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,12,0.854364,0.854364,2.209091187754808e-08,2.5856557483166518e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,13,-0.476446,-0.476446,2.7217865183892798e-09,5.712686261169744e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,14,-0.57656,-0.57656,2.044677738233247e-08,3.546339909520687e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,15,-1.113359,-1.113359,2.554321287817629e-08,2.294247666581605e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,16,4109.7481,4109.748,5.3124999794817995e-05,1.2926582968629633e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,17,3.690646,3.690646,6.684875497597886e-08,1.8113022754276313e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,18,1.272944,1.272944,2.6458740309820428e-08,2.0785470774692702e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,19,2.171328,2.171328,6.777954109082884e-08,3.1215708124626425e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,20,2.402907,2.402907,1.0531616201348015e-07,4.382864672393903e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,21,-0.650887,-0.650887,1.248168945977568e-08,1.9176430716507904e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,22,-0.849261,-0.849261,1.414871220184466e-08,1.6660028191385993e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,23,-1.093432,-1.093432,5.0384521443902486e-08,4.607924538874158e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,24,4085.6077,4085.6077,3.398437502255547e-05,8.31807102345031e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,25,3.693896,3.693896,5.522155754889013e-08,1.4949407765917106e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,26,1.279871,1.279871,1.3061523418400611e-08,1.0205343677918018e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,27,2.241649,2.241649,8.757019021032875e-08,3.9065076740528405e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,28,2.788042,2.788042,6.848144540327894e-08,2.456255874311755e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,29,-0.650418,-0.650418,1.6468048147366687e-08,2.5319176510131462e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,30,-0.896793,-0.896793,7.850647021356849e-09,8.754135036019292e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,31,-1.485859,-1.485859,3.6445617634939254e-08,2.4528315025139836e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,32,908.3879,908.3879,2.158203119506652e-05,2.375860708301654e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,33,1.933787,1.933787,1.1741638106244068e-08,6.071836301642357e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,34,0.397522,0.397522,2.4585724012204935e-09,6.1847455014326086e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,35,1.036435,1.036435,8.04901123530044e-09,7.766055020624006e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,36,1.317156,1.317156,4.277801513019597e-08,3.247756160257097e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,37,-0.161572,-0.161572,5.5761337214299544e-09,3.451175773915007e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B2-R00121,2,38,-0.237846,-0.237846,1.9826889019469718e-09,8.33601953342487e-09
