experiment_id,model_id,sample_id,feature_id,reference_value,exported_value,absolute_error,relative_error,pass
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F037,1.0332635726171313,1.03326356,1.2617131339709431e-08,1.2210951468802647e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F038,1.0321909365285753,1.03219092,1.6528575397245504e-08,1.6013098751703605e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F039,0.7167517052933103,0.716751695,1.0293310315212523e-08,1.4361054517477955e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F040,-1.024181320181624,-1.02418137,4.981837586903737e-08,4.8642144596234955e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F041,-1.1354091618305868,-1.13540912,4.183058677220686e-08,3.684186122363557e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F042,-0.8839967266573631,-0.883996665,6.165736310403958e-08,6.974840657745779e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F043,-0.8128722206866078,-0.812872231,1.0313392140304245e-08,1.2687593299218473e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F044,-0.8098091409262491,-0.809809208,6.707375088677026e-08,8.282661617038822e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F045,1.0137779447515889,1.01377809,1.4524841107643738e-07,1.4327438452217297e-07,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F046,1.0069398005610275,1.00693977,3.056102748644207e-08,3.0350401751340706e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F047,0.712488156579951,0.712488115,4.1579951037817864e-08,5.835879607796964e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F048,-1.2054006602369722,-1.20540071,4.9763027698546125e-08,4.128339177179736e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F049,-1.136948614136869,-1.1369487,8.586313104963494e-08,7.552067875540636e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F050,-1.0598589245180288,-1.05985892,4.5180288399393476e-09,4.262858702627732e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F051,-0.8766622319006118,-0.876662254,2.209938820829649e-08,2.5208555135750302e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F052,-0.7654765643737794,-0.765476584,1.9626220537638517e-08,2.5639218038888393e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F053,0.9908939380127332,0.9908939,3.8012733183379055e-08,3.836206048410661e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F054,0.9487516269295256,0.948751628,1.0704743758083168e-09,1.128297802526807e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F055,0.927197037210738,0.92719692,1.1721073800430304e-07,1.264140558051231e-07,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F056,-1.2204331029993338,-1.220433,1.0299933372870385e-07,8.439572269514232e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F057,-1.1466629168059577,-1.14666295,3.3194042403650315e-08,2.8948387461689866e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F058,-1.049802803036174,-1.04980278,2.303617385734924e-08,2.194333430119015e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F059,-0.876388785077538,-0.876388729,5.6077538057586196e-08,6.398705575930523e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F060,-0.7870785101960686,-0.7870785,1.0196068545020864e-08,1.2954322107563233e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F061,1.0045177253114597,1.00451767,5.5311459634665994e-08,5.506270147449731e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F062,0.9643837407954632,0.964383781,4.020453681086167e-08,4.168935570989544e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F063,0.6763345998549923,0.6763345,9.98549923858505e-08,1.4764140768084263e-07,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F064,-0.7241923647765375,-0.724192381,1.622346257335039e-08,2.240214528961021e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F065,-0.6391351444065477,-0.639135182,3.759345224008115e-08,5.881925375107884e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F066,-0.7629890323984021,-0.762988985,4.7398402092113656e-08,6.212199662047583e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F067,-0.7858202282475268,-0.785820246,1.7752473158161308e-08,2.2591010666334522e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F068,-0.757349767314576,-0.757349789,2.168542401204121e-08,2.8633301214224654e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F069,0.7613207650543579,0.76132071,5.505435785035928e-08,7.231427327012213e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F070,0.7370628412704456,0.737062871,2.972955437385849e-08,4.033516914597791e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F071,0.5502521584134759,0.55025214,1.8413475855183492e-08,3.3463704909898885e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F072,-0.6713119445396982,-0.671311975,3.046030172537684e-08,4.5374288321746907e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F073,-0.5810856388335385,-0.581085622,1.6833538452054597e-08,2.8969118021649888e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F074,-0.7301086395041825,-0.730108678,3.8495817533679144e-08,5.2726149850550585e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F075,-0.7546827153890193,-0.754682779,6.361098070506443e-08,8.428837630430509e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F076,-0.7395787979513124,-0.739578784,1.395131243864256e-08,1.886386207566891e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F077,0.696119119506921,0.69611913,1.0493079072304567e-08,1.5073683193383748e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F078,0.6731040233139373,0.673103988,3.5313937218894864e-08,5.2464308629491525e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F079,0.4865896557293847,0.486589611,4.4729384696129415e-08,9.192424082481014e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F080,-1.2486051699169252,-1.24860513,3.9916925098637535e-08,3.196921337534857e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F081,-1.1933186868414356,-1.19331872,3.315856433872e-08,2.77868474736506e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F082,-1.0472595117857657,-1.04725957,5.821423432195161e-08,5.5587209919617606e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F083,-0.9345953327557874,-0.934595287,4.5755787381196455e-08,4.8957859918130556e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F084,-0.877259125062953,-0.877259135,9.93704696305997e-09,1.1327379424348395e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F085,0.9978430017801798,0.997842968,3.378017976451986e-08,3.3853201058939206e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F086,0.9597685185853408,0.959768474,4.458534086371202e-08,4.645426475274368e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F087,0.7280697695462435,0.728069723,4.6546243526179865e-08,6.393102072510026e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F088,-1.3272095904906145,-1.32720947,1.204906145968465e-07,9.078491856912073e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F089,-1.3881417953313804,-1.38814187,7.466861973171035e-08,5.379034042691964e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F090,-1.0050517480539398,-1.00505173,1.8053939898621252e-08,1.7963194366438056e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F091,-0.8882333838896712,-0.888233304,7.98896712117525e-08,8.994220737561887e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F092,-0.79261350454014,-0.792613506,1.459860010655234e-09,1.8418308574015758e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F093,1.1180227032583605,1.11802268,2.3258360570821424e-08,2.0803120100367693e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F094,1.053577740842943,1.05357766,8.084294300658712e-08,7.673182516356749e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F095,0.9784250350714164,0.978425086,5.0928583572584785e-08,5.205159490718412e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F096,-1.0342734139170016,-1.03427339,2.3917001490403322e-08,2.312444772202432e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F097,-1.1805908866216976,-1.18059087,1.6621697573881988e-08,1.4079134238826425e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F098,-0.8521958633284601,-0.852195919,5.567153993357721e-08,6.532716518493571e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F099,-0.8073502699967837,-0.807350218,5.199678376754946e-08,6.44042439816817e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F100,-0.6512737286006441,-0.651273668,6.060064416946176e-08,9.304942224473112e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F101,1.0341780638151865,1.03417802,4.3815186590023814e-08,4.236715912188777e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F102,1.0374404896787006,1.03744042,6.96787005871613e-08,6.716404582275468e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F103,0.6804047635366071,0.680404782,1.846339292566057e-08,2.7135896035900117e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F104,-1.1156945417973323,-1.11569452,2.179733238349968e-08,1.9537007278340883e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F105,-1.2159551723984583,-1.21595514,3.239845836056077e-08,2.6644451288985564e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F106,-0.9054705073482248,-0.90547061,1.0265177519119817e-07,1.133684359215915e-07,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F107,-0.7880555024856825,-0.788055539,3.6514317569569243e-08,4.633470289135205e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F108,-0.7955722122499682,-0.795572281,6.875003177864158e-08,8.6415828406335e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F109,1.084595532691137,1.08459556,2.730886294877166e-08,2.517884513226045e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F110,1.06158725139599,1.06158721,4.1395990191261944e-08,3.8994430402989586e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F111,0.7405009305655863,0.740500867,6.356558635012277e-08,8.584133216628382e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F112,-1.1957225174563617,-1.19572258,6.254363826840859e-08,5.230614741742633e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F113,-1.146834418338209,-1.14683449,7.166179094575398e-08,6.248660643582153e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F114,-1.0390508600883834,-1.03905082,4.0088383501668545e-08,3.8581733620102635e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F115,-0.8783482268818896,-0.878348231,4.118110408235509e-09,4.688471248874356e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F116,-0.8758321389629125,-0.87583214,1.0370875269671842e-09,1.1841167740147295e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F117,0.9793881344497364,0.979388118,1.6449736350843125e-08,1.6795931839714716e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F118,0.9490015794949658,0.94900161,3.050503427637352e-08,3.214434510489173e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F119,0.6678292923476722,0.667829335,4.2652327780778876e-08,6.386711135541814e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F120,-1.2368551847738285,-1.23685515,3.477382848338095e-08,2.8114712952219786e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F121,-1.1944253891349708,-1.19442534,4.913497075875739e-08,4.1136910857481037e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F122,-1.0561830344970795,-1.0561831,6.550292042106776e-08,6.20185311462214e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F123,-0.8809077716476497,-0.880907714,5.764764965388025e-08,6.544118636398917e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F124,-0.905028709027879,-0.905028701,8.02787902820512e-09,8.870303171739302e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F125,0.9959981886021944,0.995998144,4.460219438229274e-08,4.478140110363899e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F126,0.964242325929424,0.96424228,4.592942404180178e-08,4.7632657068368e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00000,F127,0.8998129227775585,0.899812937,1.4222441446776202e-08,1.5805998210021385e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F000,-0.7810289483385392,-0.781028926,2.2338539240607247e-08,2.860142288980119e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F001,-0.9622504953136256,-0.962250531,3.568637441109246e-08,3.708636637226279e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F002,-0.8006085411011986,-0.800608575,3.389880143256363e-08,4.234129376878425e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F003,-0.8172854973690645,-0.817285419,7.836906457114878e-08,9.588945946481096e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F004,-0.7637835008054362,-0.763783455,4.5805436221790785e-08,5.997175400291754e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F005,0.7722954289204114,0.772295415,1.3920411379153563e-08,1.8024723257281025e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F006,0.7235055962723689,0.723505616,1.972763108426534e-08,2.7266729083929204e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F007,0.5566051918558536,0.55660516,3.185585351062059e-08,5.723240454226744e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F008,-0.8339419112879294,-0.833941936,2.471207061205405e-08,2.963284405971279e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F009,-0.9986913750456328,-0.99869138,4.9543672497875946e-09,4.960859153871452e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F010,-0.8559348866241137,-0.855934918,3.137588633350674e-08,3.665686119800087e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F011,-0.8596105375435844,-0.859610498,3.95435844069425e-08,4.600174460394809e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F012,-0.8253482131404422,-0.825348258,4.4859557846166354e-08,5.435228080942486e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F013,0.8616432721635716,0.861643255,1.7163571564005053e-08,1.9919579388007774e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F014,0.8296750321233202,0.829675078,4.5876679788392494e-08,5.529475760043546e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F015,0.6318814520268007,0.631881475,2.2973199342857242e-08,3.6356818623444665e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F016,-1.10834800523285,-1.10834801,4.767150008078147e-09,4.301131039683361e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F017,-0.804559082883364,-0.804559171,8.811663598784492e-08,1.0952164715120006e-07,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F018,-0.8746481420675364,-0.874648154,1.1932463572783547e-08,1.3642587228936428e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F019,-0.734718116446682,-0.734718084,3.244668189683608e-08,4.416208226055185e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,F020,-0.7078408010622939,-0.7078408,1.0622938084736688e-09,1.5007524387961653e-09,True
