experiment_id,model_id,sample_id,class_label,reference_score,exported_score,score_absolute_error,score_pass,reference_probability,exported_probability,probability_absolute_error,probability_pass,probability_sum,normalization_error,normalization_pass
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,5,-3.4413674622231625,-3.44136715,3.122231624352878e-07,True,0.00041169648215637117,0.000411696004,4.78156371159881e-10,True,0.9999999780790002,2.1920999793145768e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00121,6,-3.7150423304222544,-3.71504045,1.8804222543522542e-06,True,0.0003131278319227799,0.000313128025,1.930772200648724e-10,True,0.9999999780790002,2.1920999793145768e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00218,1,-21.656666753116443,-21.6566715,4.7468835582265e-06,True,8.639126208050836e-79,0.0,8.639126208050836e-79,True,1.0,0.0,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00218,2,158.09125414903897,158.091171,8.314903897144177e-05,True,1.0,1.0,0.0,True,1.0,0.0,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00218,3,82.91418563286015,82.9141922,6.567139848812076e-06,True,2.243954144248281e-33,2.244155e-33,2.0085575171889886e-37,True,1.0,0.0,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00218,4,44.462212219778706,44.4622421,2.988022129102319e-05,True,4.482642518623462e-50,0.0,4.482642518623462e-50,True,1.0,0.0,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00218,5,-74.65548578168921,-74.6554871,1.31831079386302e-06,True,8.305679473125528e-102,0.0,8.305679473125528e-102,True,1.0,0.0,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00218,6,-189.15549946687116,-189.155518,1.8533128837816548e-05,True,1.558299910742606e-151,0.0,1.558299910742606e-151,True,1.0,0.0,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00231,1,1.354601514582586,1.35460293,1.4154174139413556e-06,True,0.39087004873955145,0.390870392,3.432604485653634e-07,True,0.9999999908999999,9.100000086803561e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00231,2,1.1378432569093846,1.13784373,4.730906153493919e-07,True,0.3146990832281281,0.314699054,2.9228128139990872e-08,True,0.9999999908999999,9.100000086803561e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00231,3,-1.376950173579858,-1.3769511,9.26420142155493e-07,True,0.025452741555967804,0.0254527051,3.645596780357807e-08,True,0.9999999908999999,9.100000086803561e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00231,4,-0.855889039290411,-0.855888486,5.53290411042795e-07,True,0.04285766867911568,0.0428576693,6.208843161825683e-10,True,0.9999999908999999,9.100000086803561e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00231,5,-0.8570165484614034,-0.857016206,3.4246140345750575e-07,True,0.04280937349637975,0.0428093635,9.996379744803274e-09,True,0.9999999908999999,9.100000086803561e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00231,6,0.5974109898395259,0.597409964,1.0258395258810893e-06,True,0.18331108430085724,0.183310807,2.773008572487523e-07,True,0.9999999908999999,9.100000086803561e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00469,1,3.2562954842520995,3.25629663,1.1457479005549942e-06,True,0.3655278617191316,0.365527779,8.271913159996203e-08,True,0.999999967103,3.2897000012965805e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00469,2,-5.235439830747934,-5.23544073,8.992520657002956e-07,True,7.499057727577171e-05,7.4990443e-05,1.3427577170814498e-10,True,0.999999967103,3.2897000012965805e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00469,3,-1.394751954862039,-1.39475191,4.4862038972581786e-08,True,0.003491372991735872,0.00349136814,4.8517358719989134e-09,True,0.999999967103,3.2897000012965805e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00469,4,1.8895444304192877,1.88954413,3.004192876687739e-07,True,0.09318543675658557,0.0931852832,1.5355658557203444e-07,True,0.999999967103,3.2897000012965805e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00469,5,-2.1548990245559443,-2.15489841,6.145559443559989e-07,True,0.001632557814969316,0.00163255632,1.494969315875283e-09,True,0.999999967103,3.2897000012965805e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00469,6,3.6392508954944516,3.63925266,1.7645055483406225e-06,True,0.5360877801403019,0.53608799,2.0985969806375238e-07,True,0.999999967103,3.2897000012965805e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00473,1,2.790510890594099,2.79051113,2.3940590088145086e-07,True,0.16396760341237113,0.163967848,2.4458762887258345e-07,True,0.9999999738148,2.6185200008299603e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00473,2,-6.467498711061381,-6.46749973,1.0189386188130811e-06,True,1.5633476514758764e-05,1.56334718e-05,4.714758765285475e-12,True,0.9999999738148,2.6185200008299603e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00473,3,-3.0130018476204117,-3.01300049,1.35762041164611e-06,True,0.0004946801583153701,0.000494681473,1.3146846299322626e-09,True,0.9999999738148,2.6185200008299603e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00473,4,2.889787533540005,2.8897872,3.3354000539276285e-07,True,0.18108119305317688,0.181081355,1.6194682311843067e-07,True,0.9999999738148,2.6185200008299603e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00473,5,-0.3636719723554087,-0.363671869,1.0335540873152027e-07,True,0.006997031622515004,0.00699704187,1.0247484995978828e-08,True,0.9999999738148,2.6185200008299603e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00473,6,4.163874106903022,4.16387224,1.8669030223961158e-06,True,0.6474438582771068,0.647443414,4.4427710677030774e-07,True,0.9999999738148,2.6185200008299603e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00495,1,21.887301203181394,21.8872986,2.6031813931126635e-06,True,0.5035285796117553,0.503527105,1.4746117553698923e-06,True,1.0000000354597551,3.545975513219446e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00495,2,21.87317319237344,21.8731766,3.4076265613691703e-06,True,0.4964647389010715,0.496466249,1.5100989285143918e-06,True,1.0000000354597551,3.545975513219446e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00495,3,10.657173123803341,10.6571693,3.823803341518328e-06,True,6.680999967254711e-06,6.68097255e-06,2.7417254711100314e-11,True,1.0000000354597551,3.545975513219446e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00495,4,1.1310813567984694,1.13108134,1.6798469504308855e-08,True,4.872057229799577e-10,4.87205221e-10,5.019799577681685e-16,True,1.0000000354597551,3.545975513219446e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00495,5,-24.201006724100722,-24.2010078,1.0758992772252896e-06,True,4.854296645470987e-21,4.85428963e-21,7.015470986595829e-27,True,1.0000000354597551,3.545975513219446e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00495,6,-31.347722152055642,-31.3477173,4.852055642601272e-06,True,3.822497749522315e-24,3.8225150499999995e-24,1.730047768422218e-29,True,1.0000000354597551,3.545975513219446e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00540,1,12.803921027177115,12.8039207,3.2717711384577797e-07,True,0.5004983750423656,0.500499129,7.539576344361976e-07,True,1.0000000477204765,4.7720476459289785e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00540,2,1.3443464359780541,1.34434617,2.6597805424799503e-07,True,5.27925526705897e-06,5.2792625e-06,7.232941030710523e-12,True,1.0000000477204765,4.7720476459289785e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00540,3,12.801916451821807,12.8019133,3.1518218062132064e-06,True,0.49949609324470373,0.499495387,7.06244703718717e-07,True,1.0000000477204765,4.7720476459289785e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00540,4,-1.6959966312145618,-1.69599676,1.2878543831362776e-07,True,2.5244597152316705e-07,2.52446284e-07,3.124768329295998e-13,True,1.0000000477204765,4.7720476459289785e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00540,5,-11.877645705005285,-11.8776436,2.105005284747108e-06,True,9.557282762950012e-12,9.55731935e-12,3.658704998841933e-17,True,1.0000000477204765,4.7720476459289785e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00540,6,-13.37654157875702,-13.376544,2.4212429803327495e-06,True,2.1348739029658613e-12,2.13487041e-12,3.4929658612513594e-18,True,1.0000000477204765,4.7720476459289785e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00778,1,3.636847336705139,3.63684726,7.670513868518469e-08,True,0.35370949702139304,0.35370928,2.1702139302304246e-07,True,0.9999999858558051,1.4144194926402065e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00778,2,-1.4365917926361,-1.43659234,5.47363899983111e-07,True,0.002214522527397781,0.00221452001,2.517397780683883e-09,True,0.9999999858558051,1.4144194926402065e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00778,3,1.9052320903145141,1.90523243,3.396854859616383e-07,True,0.06260597369300352,0.0626059622,1.1493003521101386e-08,True,0.9999999858558051,1.4144194926402065e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00778,4,3.1755907401063217,3.17559171,9.698936782598366e-07,True,0.22301061021124063,0.223010704,9.378875936993936e-08,True,0.9999999858558051,1.4144194926402065e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00778,5,3.650186319801198,3.65018725,9.301988019849716e-07,True,0.3584592299005199,0.358459353,1.230994800538454e-07,True,0.9999999858558051,1.4144194926402065e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B2-R00778,6,-10.931264694290967,-10.9312677,3.005709032777304e-06,True,1.6664644515412143e-07,1.66645805e-07,6.401541214221868e-13,True,0.9999999858558051,1.4144194926402065e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00000,1,20.76957743355673,20.7695827,5.266443270812715e-06,True,9.477713634181855e-10,9.47786627e-10,1.526358181441781e-14,True,1.0000000009796581,9.79658132393979e-10,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00000,2,41.54648525316758,41.5464745,1.0753167579480305e-05,True,0.9999999990203574,1.0,9.796425892716343e-10,True,1.0000000009796581,9.79658132393979e-10,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00000,3,17.37716363690466,17.377161,2.636904657293826e-06,True,3.1871095398906675e-11,3.18713562e-11,2.608010933278914e-16,True,1.0000000009796581,9.79658132393979e-10,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00000,4,-3.2860351424830663,-3.28603625,1.1075169337182444e-06,True,3.3844163303867643e-20,3.3844450200000004e-20,2.868961323605065e-25,True,1.0000000009796581,9.79658132393979e-10,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00000,5,-26.676712916221117,-26.6767082,4.71622111675174e-06,True,2.3498573388782982e-30,2.34989371e-30,3.6371121701784785e-35,True,1.0000000009796581,9.79658132393979e-10,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00000,6,-49.7304782649243,-49.7304916,1.3335075699671961e-05,True,2.2851694992326693e-40,2.28516747e-40,2.0292326691651644e-46,True,1.0000000009796581,9.79658132393979e-10,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00387,1,8.884327647927451,8.8843298,2.1520725486112724e-06,True,0.952829000765461,0.952829182,1.8123453904284048e-07,True,1.0000000314254953,3.142549531709449e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00387,2,2.7745631982348895,2.77456307,1.2823488937385719e-07,True,0.002116303649376944,0.00211629877,4.879376944155744e-09,True,1.0000000314254953,3.142549531709449e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00387,3,5.832198898871432,5.83219767,1.2288714321684324e-06,True,0.045028999067157696,0.0450288542,1.4486715769340686e-07,True,1.0000000314254953,3.142549531709449e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00387,4,-1.6414093590919216,-1.64140964,2.809080783539031e-07,True,2.557086780040589e-05,2.55708055e-05,6.230040588912954e-11,True,1.0000000314254953,3.142549531709449e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00387,5,-7.149459768002616,-7.14945936,4.0800261658091586e-07,True,1.0366438327924949e-07,1.0366427e-07,1.1327924949080376e-13,True,1.0000000314254953,3.142549531709449e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00387,6,-8.700220617939221,-8.70022297,2.352060779031717e-06,True,2.1985821033151237e-08,2.19857252e-08,9.583315123580643e-14,True,1.0000000314254953,3.142549531709449e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00492,1,7.853810313064605,7.85381126,9.469353949853598e-07,True,0.5088651723868715,0.508865595,4.22613128492344e-07,True,1.0000000032817815,3.2817815132091255e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00492,2,7.798185616691368,7.79818487,7.46691368291863e-07,True,0.4813325473398149,0.481332123,4.243398148973121e-07,True,1.0000000032817815,3.2817815132091255e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00492,3,3.8942082908324007,3.89420891,6.191675994138279e-07,True,0.009704416313752528,0.00970442127,4.9562474714603955e-09,True,1.0000000032817815,3.2817815132091255e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00492,4,-0.7138564316165772,-0.713856041,3.906165771949688e-07,True,9.676367141160923e-05,9.67637243e-05,5.2888390769754295e-11,True,1.0000000032817815,3.2817815132091255e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00492,5,-5.19076966529425,-5.19077015,4.847057493151397e-07,True,1.1000530378060993e-06,1.10005237e-06,6.678060992173639e-13,True,1.0000000032817815,3.2817815132091255e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00492,6,-13.641578123677423,-13.6415787,5.763225772170699e-07,True,2.3511164687550534e-10,2.35111486e-10,1.6087550532008385e-16,True,1.0000000032817815,3.2817815132091255e-09,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00523,1,11.06257044113073,11.0625734,2.958869270486275e-06,True,0.7227421367728333,0.722743154,1.0172271667219235e-06,True,1.0000000589310853,5.893108534493763e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00523,2,10.101094208257722,10.1010923,1.9082577225049135e-06,True,0.27632460186360336,0.276323646,9.558636033801804e-07,True,1.0000000589310853,5.893108534493763e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00523,3,4.402048587038806,4.40204763,9.570388055379908e-07,True,0.0009254553865325505,0.000925452972,2.414532550461257e-09,True,1.0000000589310853,5.893108534493763e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00523,4,-0.3733722885312505,-0.373372614,3.254687495068964e-07,True,7.80578441534041e-06,7.80576647e-06,1.7945340410874516e-11,True,1.0000000589310853,5.893108534493763e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00523,5,-11.025356720429878,-11.0253544,2.320429878466257e-06,True,1.846368968385597e-10,1.84636847e-10,4.9838559718623866e-17,True,1.0000000589310853,5.893108534493763e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00523,6,-14.16698422746598,-14.1669846,3.725340196325533e-07,True,7.978605681707212e-12,7.97859868e-12,7.001707211121112e-18,True,1.0000000589310853,5.893108534493763e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00677,1,11.792201063552469,11.792201,6.35524681769084e-08,True,0.4646916580859264,0.464691401,2.570859263806291e-07,True,1.0000000755561782,7.555617820287353e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00677,2,11.932700910534203,11.9327021,1.1894657969691025e-06,True,0.5347898851570245,0.534790218,3.3284297551450237e-07,True,1.0000000755561782,7.555617820287353e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00677,3,4.993040897055103,4.99304104,1.4294489680821698e-07,True,0.0005179968686857533,0.000517996668,2.0068575328022892e-10,True,1.0000000755561782,7.555617820287353e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00677,4,-2.03489890194228,-2.034899,9.805771972182242e-08,True,4.593372442574209e-07,4.59337059e-07,1.8525742086589962e-13,True,1.0000000755561782,7.555617820287353e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00677,5,-8.76059293942977,-8.76059341,4.705702298934966e-07,True,5.510612247685512e-10,5.51061197e-10,2.7768551184307727e-17,True,1.0000000755561782,7.555617820287353e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00677,6,-17.92245102976953,-17.9224567,5.670230471821469e-06,True,5.784361681960543e-14,5.78432023e-14,4.1451960542549693e-19,True,1.0000000755561782,7.555617820287353e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00926,1,14.00105375745212,14.0010557,1.9425478807733043e-06,True,9.081890616857464e-13,9.08177179e-13,1.1882685746327909e-17,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00926,2,41.72837757771292,41.7283936,1.6022287077532837e-05,True,0.9999999999926876,1.0,7.312372929391131e-12,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00926,3,15.95430106928127,15.9543047,3.6307187301076738e-06,True,6.404139687845641e-12,6.40405437e-12,8.531784564135256e-17,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00926,4,-4.6074385041037536,-4.60743904,5.358962464896422e-07,True,7.52680667147713e-21,7.526696530000001e-21,1.1014147712977427e-25,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00926,5,-18.266056684415307,-18.2660618,5.115584691850472e-06,True,8.805383085315768e-27,8.80521458e-27,1.6850531576709812e-31,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R00926,6,-48.81023721592682,-48.8102379,6.840731785473508e-07,True,4.781665544646605e-40,4.7815666699999994e-40,9.887464660542212e-45,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01279,1,2.3280599003661533,2.32806134,1.4396338468003478e-06,True,0.37750664140104867,0.37750712,4.785989513034217e-07,True,1.00000005446,5.4460000065148506e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01279,2,2.366557754680044,2.3665576,1.5468004388452528e-07,True,0.39232321023265043,0.392323077,1.3323265041220722e-07,True,1.00000005446,5.4460000065148506e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01279,3,1.762799978769061,1.76279879,1.1887690609668766e-06,True,0.21450396864804255,0.214503676,2.9264804254913734e-07,True,1.00000005446,5.4460000065148506e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01279,4,-2.319990880790101,-2.31999135,4.692098989345084e-07,True,0.0036166109312793008,0.00361660752,3.4112793007023967e-09,True,1.00000005446,5.4460000065148506e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01279,5,-2.8199732982496726,-2.81997442,1.121750327293114e-06,True,0.0021936239832160537,0.00219362089,3.093216053521447e-09,True,1.00000005446,5.4460000065148506e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01279,6,-1.3174534547755803,-1.31745243,1.0247755803938219e-06,True,0.009855944803763195,0.00985595305,8.246236804509977e-09,True,1.00000005446,5.4460000065148506e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01461,1,1.969875034957432,1.96987414,8.94957432162613e-07,True,0.4333524519297569,0.433352292,1.599297569376823e-07,True,1.0000000733,7.330000006966486e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01461,2,0.36884153520029417,0.368842155,6.197997058365878e-07,True,0.08740197449559002,0.0874020681,9.36044099730804e-08,True,1.0000000733,7.330000006966486e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01461,3,1.9736210130117668,1.97362089,1.230117667727626e-07,True,0.43497882498153856,0.434978992,1.6701846144995258e-07,True,1.0000000733,7.330000006966486e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01461,4,-1.6438912799472207,-1.64389193,6.50052779160859e-07,True,0.011678914760488228,0.0116789145,2.6048822820978756e-10,True,1.0000000733,7.330000006966486e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01461,5,-1.11733246904791,-1.11733305,5.809520899902054e-07,True,0.019773523969734155,0.0197735243,3.3026584592144026e-10,True,1.0000000733,7.330000006966486e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01461,6,-1.5511138341744406,-1.55111635,2.515825559434859e-06,True,0.012814309862892144,0.0128142824,2.746289214441977e-08,True,1.0000000733,7.330000006966486e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01464,1,2.0026877419408713,2.00268722,5.219408714118856e-07,True,0.4376194525227628,0.43761915,3.025227627850846e-07,True,0.9999999276,7.239999999519853e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01464,2,0.23783008609285847,0.237829775,3.1109285847374935e-07,True,0.07492533220451876,0.0749253035,2.8704518761912823e-08,True,0.9999999276,7.239999999519853e-08,True
EXP-EMBED-FP32-EQUIV-001,MODEL-C1,GOLD-MODEL-C1-B6-R01464,3,2.0040251543609227,2.00402594,7.856390773497424e-07,True,0.4382051217671861,0.438205391,2.6923281387647435e-07,True,0.9999999276,7.239999999519853e-08,True
