experiment_id,candidate_id,sample_id,reference_scores,candidate_scores,reference_probabilities,candidate_probabilities,reference_margin,candidate_margin,reference_prediction,candidate_prediction,runner_up_class,agreement
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P1-RECIPROCAL,GOLD-MODEL-C1-B10-R02847,"[21.90533682275886, 3.8214929607519132, 21.910793850018624, -5.801219107342895, -19.192489443281154, -22.643915082905064]","[21.9053345, 3.8214941, 21.9107914, -5.80121994, -19.1924915, -22.6439152]","[0.4986357430881555, 6.983446420093343e-09, 0.5013642499279357, 4.623587205686255e-13, 7.066823437279154e-19, 2.240212059161356e-20]","[0.498635769, 6.98346492e-09, 0.501364231, 4.6235948e-13, 7.06682576e-19, 2.24021723e-20]",0.0027285068397802,0.0027284620000000426,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P2-AFFINE,GOLD-MODEL-C1-B2-R00540,"[12.803921027177115, 1.3443464359780541, 12.801916451821807, -1.6959966312145618, -11.877645705005285, -13.37654157875702]","[12.8039207, 1.34434807, 12.8019123, -1.69599676, -11.8776445, -13.3765421]","[0.5004983750423656, 5.27925526705897e-06, 0.49949609324470373, 2.5244597152316705e-07, 9.557282762950012e-12, 2.1348739029658613e-12]","[0.500499368, 5.27927523e-06, 0.499495149, 2.52446398e-07, 9.55732455e-12, 2.13487973e-12]",0.0010022817976618,0.0010042189999999174,1,1,3,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P2-AFFINE,GOLD-MODEL-C1-B2-R00778,"[3.636847336705139, -1.4365917926361, 1.9052320903145141, 3.1755907401063217, 3.650186319801198, -10.931264694290967]","[3.6368475, -1.43659163, 1.90523171, 3.17559218, 3.65018725, -10.9312668]","[0.35370949702139304, 0.002214522527397781, 0.06260597369300352, 0.22301061021124063, 0.3584592299005199, 1.6664644515412143e-07]","[0.35370931, 0.0022145221, 0.06260591, 0.223010793, 0.358459324, 1.66645947e-07]",0.0047497328791268,0.004750014000000025,5,5,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P2-AFFINE,GOLD-MODEL-C1-B6-R01461,"[1.969875034957432, 0.36884153520029417, 1.9736210130117668, -1.6438912799472207, -1.11733246904791, -1.5511138341744406]","[1.96987319, 0.368842423, 1.97362161, -1.64389145, -1.11733258, -1.55111563]","[0.4333524519297569, 0.08740197449559002, 0.43497882498153856, 0.011678914760488228, 0.019773523969734155, 0.012814309862892144]","[0.433351874, 0.0874020904, 0.43497929, 0.0116789173, 0.0197735298, 0.0128142918]",0.0016263730517816,0.0016274159999999926,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P2-AFFINE,GOLD-MODEL-C1-B6-R01464,"[2.0026877419408713, 0.23783008609285847, 2.0040251543609227, -1.7684980321193147, -0.7082318279965868, -1.76781312227883]","[2.00268745, 0.237830013, 2.00402498, -1.76849699, -0.70823133, -1.76781392]","[0.4376194525227628, 0.07492533220451876, 0.4382051217671861, 0.010076076278810594, 0.029091037380223568, 0.010082979846498273]","[0.437619358, 0.0749253333, 0.438205063, 0.0100760879, 0.0290910508, 0.0100829722]",0.0005856692444233,0.0005857049999999919,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P2-AFFINE,GOLD-MODEL-C1-B10-R02287,"[6.210437532282087, 0.5878304673421118, 6.212359412823193, -2.782933066828102, -5.488425258204277, -4.739269087415074]","[6.21044064, 0.587830663, 6.21235991, -2.78293276, -5.48842525, -4.73926926]","[0.4985817768173458, 0.001802474704979256, 0.49954091280953694, 6.193914071523655e-05, 4.13985229728149e-06, 8.756675125396235e-06]","[0.498582393, 0.00180247147, 0.49954021, 6.19390485e-05, 4.13984662e-06, 8.75665319e-06]",0.0009591359921911,0.0009578169999999719,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P2-AFFINE,GOLD-MODEL-C1-B10-R02847,"[21.90533682275886, 3.8214929607519132, 21.910793850018624, -5.801219107342895, -19.192489443281154, -22.643915082905064]","[21.9053326, 3.82149482, 21.9107914, -5.80121899, -19.1924915, -22.6439114]","[0.4986357430881555, 6.983446420093343e-09, 0.5013642499279357, 4.623587205686255e-13, 7.066823437279154e-19, 2.240212059161356e-20]","[0.498635292, 6.98348446e-09, 0.501364708, 4.62360781e-13, 7.06683196e-19, 2.2402278900000002e-20]",0.0027285068397802,0.0027294159999999845,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P3-SPLIT_MEAN,GOLD-MODEL-C1-B2-R00540,"[12.803921027177115, 1.3443464359780541, 12.801916451821807, -1.6959966312145618, -11.877645705005285, -13.37654157875702]","[12.8039217, 1.34434688, 12.8019114, -1.695997, -11.8776436, -13.376544]","[0.5004983750423656, 5.27925526705897e-06, 0.49949609324470373, 2.5244597152316705e-07, 9.557282762950012e-12, 2.1348739029658613e-12]","[0.500499845, 5.27927023e-06, 0.499494672, 2.5244637e-07, 9.55733322e-12, 2.13487344e-12]",0.0010022817976618,0.0010051730000000259,1,1,3,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P3-SPLIT_MEAN,GOLD-MODEL-C1-B2-R00778,"[3.636847336705139, -1.4365917926361, 1.9052320903145141, 3.1755907401063217, 3.650186319801198, -10.931264694290967]","[3.63684678, -1.43659234, 1.90523148, 3.17559171, 3.6501863, -10.9312677]","[0.35370949702139304, 0.002214522527397781, 0.06260597369300352, 0.22301061021124063, 0.3584592299005199, 1.6664644515412143e-07]","[0.35370928, 0.0022145214, 0.0626059324, 0.223010823, 0.358459204, 1.6664589e-07]",0.0047497328791268,0.004749923999999961,5,5,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P3-SPLIT_MEAN,GOLD-MODEL-C1-B6-R01461,"[1.969875034957432, 0.36884153520029417, 1.9736210130117668, -1.6438912799472207, -1.11733246904791, -1.5511138341744406]","[1.96987474, 0.368842006, 1.97362161, -1.64389169, -1.11733341, -1.55111611]","[0.4333524519297569, 0.08740197449559002, 0.43497882498153856, 0.011678914760488228, 0.019773523969734155, 0.012814309862892144]","[0.433352292, 0.0874020085, 0.434979022, 0.0116789099, 0.0197735019, 0.0128142778]",0.0016263730517816,0.0016267300000000207,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P3-SPLIT_MEAN,GOLD-MODEL-C1-B6-R01464,"[2.0026877419408713, 0.23783008609285847, 2.0040251543609227, -1.7684980321193147, -0.7082318279965868, -1.76781312227883]","[2.00268722, 0.237830132, 2.00402522, -1.76849771, -0.708231926, -1.76781321]","[0.4376194525227628, 0.07492533220451876, 0.4382051217671861, 0.010076076278810594, 0.029091037380223568, 0.010082979846498273]","[0.437619299, 0.0749253482, 0.438205212, 0.0100760814, 0.0290910378, 0.0100829806]",0.0005856692444233,0.0005859129999999935,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P3-SPLIT_MEAN,GOLD-MODEL-C1-B10-R02287,"[6.210437532282087, 0.5878304673421118, 6.212359412823193, -2.782933066828102, -5.488425258204277, -4.739269087415074]","[6.21043968, 0.587831438, 6.21236038, -2.782933, -5.48842525, -4.73926926]","[0.4985817768173458, 0.001802474704979256, 0.49954091280953694, 6.193914071523655e-05, 4.13985229728149e-06, 8.756675125396235e-06]","[0.498582035, 0.00180247356, 0.499540567, 6.19390266e-05, 4.13984526e-06, 8.75665955e-06]",0.0009591359921911,0.0009585320000000119,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P3-SPLIT_MEAN,GOLD-MODEL-C1-B10-R02847,"[21.90533682275886, 3.8214929607519132, 21.910793850018624, -5.801219107342895, -19.192489443281154, -22.643915082905064]","[21.9053345, 3.8214941, 21.9107933, -5.80121994, -19.1924915, -22.643919]","[0.4986357430881555, 6.983446420093343e-09, 0.5013642499279357, 4.623587205686255e-13, 7.066823437279154e-19, 2.240212059161356e-20]","[0.498635292, 6.98347113e-09, 0.501364708, 4.62358992e-13, 7.06680508e-19, 2.24021076e-20]",0.0027285068397802,0.0027294159999999845,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P4-COMPENSATED,GOLD-MODEL-C1-B2-R00540,"[12.803921027177115, 1.3443464359780541, 12.801916451821807, -1.6959966312145618, -11.877645705005285, -13.37654157875702]","[12.8039217, 1.34434783, 12.8019104, -1.69599676, -11.8776436, -13.376544]","[0.5004983750423656, 5.27925526705897e-06, 0.49949609324470373, 2.5244597152316705e-07, 9.557282762950012e-12, 2.1348739029658613e-12]","[0.500500083, 5.2792775e-06, 0.499494433, 2.52446767e-07, 9.55733843e-12, 2.13487453e-12]",0.0010022817976618,0.0010056500000000246,1,1,3,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P4-COMPENSATED,GOLD-MODEL-C1-B2-R00778,"[3.636847336705139, -1.4365917926361, 1.9052320903145141, 3.1755907401063217, 3.650186319801198, -10.931264694290967]","[3.63684702, -1.43659186, 1.90523148, 3.17559171, 3.65018678, -10.9312677]","[0.35370949702139304, 0.002214522527397781, 0.06260597369300352, 0.22301061021124063, 0.3584592299005199, 1.6664644515412143e-07]","[0.35370928, 0.00221452187, 0.0626059175, 0.223010778, 0.358459294, 1.66645933e-07]",0.0047497328791268,0.004750013999999969,5,5,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P4-COMPENSATED,GOLD-MODEL-C1-B6-R01461,"[1.969875034957432, 0.36884153520029417, 1.9736210130117668, -1.6438912799472207, -1.11733246904791, -1.5511138341744406]","[1.96987474, 0.368841648, 1.97362161, -1.64389193, -1.11733353, -1.55111635]","[0.4333524519297569, 0.08740197449559002, 0.43497882498153856, 0.011678914760488228, 0.019773523969734155, 0.012814309862892144]","[0.433352321, 0.0874019787, 0.434979081, 0.0116789052, 0.0197735, 0.0128142796]",0.0016263730517816,0.0016267600000000049,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P4-COMPENSATED,GOLD-MODEL-C1-B6-R01464,"[2.0026877419408713, 0.23783008609285847, 2.0040251543609227, -1.7684980321193147, -0.7082318279965868, -1.76781312227883]","[2.00268722, 0.237830132, 2.00402498, -1.76849782, -0.708231449, -1.76781344]","[0.4376194525227628, 0.07492533220451876, 0.4382051217671861, 0.010076076278810594, 0.029091037380223568, 0.010082979846498273]","[0.437619299, 0.0749253556, 0.438205123, 0.0100760786, 0.0290910546, 0.0100829788]",0.0005856692444233,0.000585823999999957,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P4-COMPENSATED,GOLD-MODEL-C1-B10-R02287,"[6.210437532282087, 0.5878304673421118, 6.212359412823193, -2.782933066828102, -5.488425258204277, -4.739269087415074]","[6.21043968, 0.587831199, 6.21236038, -2.782933, -5.48842573, -4.73926926]","[0.4985817768173458, 0.001802474704979256, 0.49954091280953694, 6.193914071523655e-05, 4.13985229728149e-06, 8.756675125396235e-06]","[0.498582035, 0.00180247275, 0.499540567, 6.19390266e-05, 4.13984117e-06, 8.75665955e-06]",0.0009591359921911,0.0009585320000000119,3,3,1,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P4-COMPENSATED,GOLD-MODEL-C1-B10-R02847,"[21.90533682275886, 3.8214929607519132, 21.910793850018624, -5.801219107342895, -19.192489443281154, -22.643915082905064]","[21.9053345, 3.8214941, 21.9107933, -5.80121994, -19.1924915, -22.6439152]","[0.4986357430881555, 6.983446420093343e-09, 0.5013642499279357, 4.623587205686255e-13, 7.066823437279154e-19, 2.240212059161356e-20]","[0.498635292, 6.98347113e-09, 0.501364708, 4.62358992e-13, 7.06680508e-19, 2.24021076e-20]",0.0027285068397802,0.0027294159999999845,3,3,1,True
