experiment_id,sample_id,batch,true_label,reference_class,fused_class,reference_runner_up,fused_runner_up,probability_vector_L1,probability_sum,normalization_error,reference_margin,fused_margin,margin_error,prediction_agreement,reference_score_1,fused_score_1,score_absolute_error_1,score_relative_error_1,reference_probability_1,fused_probability_1,probability_absolute_error_1,reference_score_2,fused_score_2,score_absolute_error_2,score_relative_error_2,reference_probability_2,fused_probability_2,probability_absolute_error_2,reference_score_3,fused_score_3,score_absolute_error_3,score_relative_error_3,reference_probability_3,fused_probability_3,probability_absolute_error_3,reference_score_4,fused_score_4,score_absolute_error_4,score_relative_error_4,reference_probability_4,fused_probability_4,probability_absolute_error_4,reference_score_5,fused_score_5,score_absolute_error_5,score_relative_error_5,reference_probability_5,fused_probability_5,probability_absolute_error_5,reference_score_6,fused_score_6,score_absolute_error_6,score_relative_error_6,reference_probability_6,fused_probability_6,probability_absolute_error_6
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R00387,6,3,1,1,3,3,2.7534039890675135e-07,0.9999999238094772,7.619052277973992e-08,3.0521287490560187,3.0521264000000006,2.3490560181471665e-06,True,8.884327647927451,8.88432693,7.179274508217759e-07,8.080830415898214e-08,0.952829000765461,0.952828825,1.757654609635395e-07,2.7745631982348895,2.77456355,3.51765110373492e-07,1.2678215821404845e-07,0.002116303649376944,0.00211630599,2.3406230560511776e-09,5.832198898871432,5.83220053,1.6311285673253906e-06,2.7967643004099607e-07,0.045028999067157696,0.0450290963,9.723284230545026e-08,-1.6414093590919216,-1.64141011,7.509080783840716e-07,4.5747763909394125e-07,2.557086780040589e-05,2.55708692e-05,1.3995941111253317e-12,-7.149459768002616,-7.14945984,7.199738316643334e-08,1.0070324961986273e-08,1.0366438327924949e-07,1.03664433e-07,4.9720750518142566e-14,-8.700220617939221,-8.70022011,5.079392213502842e-07,5.838233806427282e-08,2.1985821033151237e-08,2.19858443e-08,2.3266848764108922e-14
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R00492,6,3,1,1,2,2,1.3591494109213403e-07,1.0000000032238108,3.223810773889113e-09,0.055624696373236304,0.05562496000000028,2.6362676397440055e-07,True,7.853810313064605,7.85380983,4.830646043174625e-07,6.150703735661878e-08,0.5088651723868715,0.508865237,6.461312851424594e-08,7.798185616691368,7.79818487,7.46691368291863e-07,9.575193576998631e-08,0.4813325473398149,0.481332481,6.633981491921404e-08,3.8942082908324007,3.89420819,1.0083240065128507e-07,2.5892914071561332e-08,0.009704416313752528,0.00970442127,4.9562474714603955e-09,-0.7138564316165772,-0.713856816,3.843834227579279e-07,5.384604042684957e-07,9.676367141160923e-05,9.67636661e-05,5.311609238924965e-12,-5.19076966529425,-5.19077015,4.847057493151397e-07,9.337839676376066e-08,1.1000530378060993e-06,1.1000526e-06,4.3780609923007327e-13,-13.641578123677423,-13.6415825,4.376322577215319e-06,3.2080764685278023e-07,2.3511164687550534e-10,2.35110875e-10,7.718755053432131e-16
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R00523,6,4,1,1,2,2,1.4551870029306102e-06,1.0000000316127258,3.161272577045793e-08,0.9614762328730073,0.9614724999999993,3.732873008033266e-06,True,11.06257044113073,11.0625687,1.7411307293713207e-06,1.573893462316662e-07,0.7227421367728333,0.722741425,7.117728332284301e-07,10.101094208257722,10.1010962,1.9917422786619454e-06,1.971808437380656e-07,0.27632460186360336,0.276325345,7.43136396641475e-07,4.402048587038806,4.40204811,4.770388057906416e-07,1.083674558239119e-07,0.0009254553865325505,0.00092545565,2.634674495715847e-10,-0.3733722885312505,-0.373374522,2.23346874950181e-06,5.98188140391376e-06,7.80578441534041e-06,7.80577011e-06,1.4305340410375933e-11,-11.025356720429878,-11.0253572,4.795701222803928e-07,4.3497016417777575e-08,1.846368968385597e-10,1.84637125e-10,2.281614402996842e-16,-14.16698422746598,-14.1669903,6.0725340205181055e-06,4.286398518567623e-07,7.978605681707212e-12,7.97856312e-12,4.25617072119385e-17
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R00677,6,1,2,2,1,1,1.3193750201991978e-06,1.0000000770609714,7.706097138182599e-08,0.14049984698173468,0.14049720000000043,2.6469817342444912e-06,True,11.792201063552469,11.7921991,1.9635524690642114e-06,1.665128043935065e-07,0.4646916580859264,0.464692354,6.959140735895986e-07,11.932700910534203,11.9326963,4.610534203308703e-06,3.863780914209052e-07,0.5347898851570245,0.534789264,6.211570244829545e-07,4.993040897055103,4.99304199,1.0929448972518685e-06,2.1889364012549703e-07,0.0005179968686857533,0.000517999171,2.3023142466929367e-09,-2.03489890194228,-2.03489876,1.4194228015185217e-07,6.97539715689907e-08,4.593372442574209e-07,4.5933885e-07,1.6057425791193759e-12,-8.76059293942977,-8.76059246,4.794297705501549e-07,5.4725721633787165e-08,5.510612247685512e-10,5.51063362e-10,2.1372314488440876e-15,-17.92245102976953,-17.922451,2.9769530840439984e-08,1.6610189527644533e-09,5.784361681960543e-14,5.7843758e-14,1.411803945722729e-19
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R00926,6,2,2,2,3,3,7.312417649922573e-12,1.0000000000073124,7.312372929391131e-12,25.774076508431648,25.7740831,6.591568350700072e-06,True,14.00105375745212,14.0010538,4.254787988600128e-08,3.0389055440455685e-09,9.081890616857464e-13,9.08180649e-13,8.412685746384672e-18,41.72837757771292,41.7283859,8.322287079920443e-06,1.994395076688859e-07,0.9999999999926876,1.0,7.312372929391131e-12,15.95430106928127,15.9543028,1.7307187309967276e-06,1.0847975874851002e-07,6.404139687845641e-12,6.40410338e-12,3.630784564084889e-17,-4.6074385041037536,-4.60743904,5.358962464896422e-07,1.1631110127944846e-07,7.52680667147713e-21,7.52675388e-21,5.279147712997358e-26,-18.266056684415307,-18.266058,1.3155846936285798e-06,7.202346496335157e-08,8.805383085315768e-27,8.8052816e-27,1.0148531576734576e-31,-48.81023721592682,-48.8102531,1.5884073178540348e-05,3.254250354955735e-07,4.781665544646605e-40,4.7815666699999994e-40,9.887464660542212e-45
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R01279,6,2,2,2,1,1,7.589507564770281e-08,0.99999996615,3.3850000025204e-08,0.038497854313890745,0.03849791999999974,6.568610899648775e-08,True,2.3280599003661533,2.32806015,2.496338469271109e-07,1.072282748772267e-07,0.37750664140104867,0.377506644,2.59895133192245e-09,2.366557754680044,2.36655807,3.1531995592359863e-07,1.3323991578064383e-07,0.39232321023265043,0.392323226,1.5767349592632485e-08,1.762799978769061,1.76279998,1.2309391284048843e-09,6.982863304005893e-10,0.21450396864804255,0.214503914,5.464804256338773e-08,-2.319990880790101,-2.31999063,2.507901011306046e-07,1.0809960642827829e-07,0.0036166109312793008,0.00361661077,1.6127930067832974e-10,-2.8199732982496726,-2.81997299,3.0824967245379753e-07,1.093094295059903e-07,0.0021936239832160537,0.00219362392,6.321605391934604e-11,-1.3174534547755803,-1.31745279,6.647755803612654e-07,5.04591321956422e-07,0.009855944803763195,0.00985594746,2.6562368051624707e-09
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R01461,6,5,3,3,1,1,3.577493061582282e-07,0.9999999415999999,5.840000005807866e-08,0.003745978054334742,0.003745200000000004,7.780543347379876e-07,True,1.969875034957432,1.96987569,6.55042567965225e-07,3.325300114681539e-07,0.4333524519297569,0.43335259,1.380702430719971e-07,0.36884153520029417,0.368841976,4.407997058475388e-07,1.1950923737701308e-06,0.08740197449559002,0.0874019861,1.160440997460821e-08,1.9736210130117668,1.97362089,1.230117667727626e-07,6.232795757734932e-08,0.43497882498153856,0.434978634,1.9098153858365663e-07,-1.6438912799472207,-1.64389122,5.994722074298409e-08,3.6466657785853556e-08,0.011678914760488228,0.0116789099,4.860488228911053e-09,-1.11733246904791,-1.11733222,2.490479100725196e-07,2.2289507999775193e-07,0.019773523969734155,0.0197735224,1.5697341551601518e-09,-1.5511138341744406,-1.55111432,4.858255593376271e-07,3.132107706306424e-07,0.012814309862892144,0.0128142992,1.0662892143895042e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R01464,6,5,3,3,1,1,8.127289424959827e-08,0.9999999544000001,4.559999988718033e-08,0.0013374124200513648,0.0013372900000003796,1.2242005098528352e-07,True,2.0026877419408713,2.00268745,2.919408714774363e-07,1.4577453357481815e-07,0.4376194525227628,0.437619448,4.522762775405198e-09,0.23783008609285847,0.237829983,1.0309285847220906e-07,4.3347273747341387e-07,0.07492533220451876,0.0749253482,1.5995481245090204e-08,2.0040251543609227,2.00402474,4.1436092246271983e-07,2.0676433205493284e-07,0.4382051217671861,0.438205063,5.876718611741438e-08,-1.7684980321193147,-1.76849806,2.7880685316006293e-08,1.576517746112215e-08,0.010076076278810594,0.0100760777,1.42118940574254e-09,-0.7082318279965868,-0.708232045,2.1700341323871442e-07,3.064016677315443e-07,0.029091037380223568,0.0290910378,4.1977643236434936e-10,-1.76781312227883,-1.76781344,3.1772117004003064e-07,1.7972554114230506e-07,0.010082979846498273,0.0100829797,1.4649827358159673e-10
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B6-R01896,6,6,1,1,6,6,3.6716739123759987e-07,0.9999999541847782,4.5815221838552134e-08,0.9437841338805706,0.9437832899999998,8.43880570755573e-07,True,6.6302431626302365,6.63024378,6.173697633116149e-07,9.31141962924181e-08,0.712711280620649,0.712711096,1.8462064899082975e-07,-4.6062445093507005,-4.60624409,4.1935070083098935e-07,9.103960937803133e-08,9.39656323749572e-06,9.39655456e-06,8.677495720132815e-12,-2.1570982670747134,-2.15709829,2.292528655800652e-08,1.062783597202365e-08,0.00010879770622043484,0.000108797605,1.0122043483874917e-10,2.345266197507184,2.34526467,1.5275071838516396e-06,6.513150556108506e-07,0.009816841560358896,0.0098168198,2.176035889672745e-08,-7.898625612461716,-7.89862585,2.3753828415351563e-07,3.0073369192071824e-08,3.4922561870444474e-07,3.49225218e-07,4.007044447660319e-13,5.686459028749666,5.68646049,1.4612503340671879e-06,2.569701683735663e-07,0.2773533343239153,0.277353495,1.6067608471503902e-07
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B10-R00000,10,4,1,1,6,6,1.6348406408087725e-07,1.0000000343966,3.4396600012698286e-08,2.4136405112720007,2.4136414600000005,9.487279997166809e-07,True,4.976630282127541,4.97663069,4.078724593625793e-07,8.195755686882394e-08,0.9070371593583346,0.907037258,9.864166539141905e-08,-0.5789974991369555,-0.578997016,4.831369555535758e-07,8.344370334478682e-07,0.003506279968911525,0.00350628025,2.8108847497862466e-10,-0.8775183140287415,-0.877518475,1.6097125854486194e-07,1.834392011784151e-07,0.0026013611379657867,0.00260135951,1.6279657869162911e-09,-0.09842023099763808,-0.0984203145,8.350236191390081e-08,8.484268027770096e-07,0.005669681286550113,0.00566968042,8.665501129156983e-10,-5.984684008819826,-5.98468304,9.688198261414982e-07,1.6188320464601246e-07,1.5746599021867155e-05,1.57466166e-05,1.7578132844437138e-11,2.5629897708555403,2.56298923,5.408555403541015e-07,2.1102524344978596e-07,0.08116977164921618,0.0811697096,6.204921618180315e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B10-R00009,10,3,3,3,1,1,1.088460315683645e-08,0.9999999891194096,1.0880590428641312e-08,4.621599379209554,4.621600150000001,7.707904465803495e-07,True,8.405303564786557,8.40530205,1.5147865575215747e-06,1.8021794761436922e-07,0.009741182980046247,0.00974117499,7.990046246159066e-09,0.6877443884116801,0.687744081,3.0741168011161335e-07,4.4698537027916596e-07,4.334293706188759e-06,4.33429568e-06,1.9738112409979375e-12,13.026902943996111,13.0269022,7.439961109412252e-07,5.7112278654391984e-08,0.9902544648925502,0.990254462,2.8925501993626312e-09,-4.923774970070141,-4.92377424,7.300701412304988e-07,1.482744734818981e-07,1.5844058773174872e-08,1.58440905e-08,3.1726825128299926e-14,-7.042173381269622,-7.04217339,8.730378198151811e-09,1.2397278120661416e-09,1.9048364998487462e-09,1.90483607e-09,4.298487463570355e-16,-10.154002545854551,-10.1539955,7.045854550469244e-06,6.938992302445076e-07,8.480226840011897e-11,8.48030118e-11,7.433998810243251e-16
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B10-R00815,10,2,2,2,3,3,1.7838506701660144e-06,1.0000000794113857,7.941138568945405e-08,0.007813499065004947,0.007809639999999618,3.8590650053293984e-06,True,5.667230112704315,5.66723013,1.7295684884288676e-08,3.051876232362028e-09,0.06782262105947066,0.0678226277,6.640529334744905e-09,7.598595159881622,7.59859324,1.919881622569619e-06,2.5266270701011115e-07,0.46790291621910046,0.467902064,8.522191004556312e-07,7.590781660816617,7.5907836,1.9391833827597793e-06,2.554655725074777e-07,0.46426120300951856,0.464262128,9.249904814323529e-07,-2.8849128539920503,-2.88491321,3.5600794978662975e-07,1.2340336356919667e-07,1.3098635906760469e-05,1.30986355e-05,4.067604678645656e-13,-7.318291110788396,-7.31829262,1.5092116045778425e-06,2.062245928360256e-07,1.5553722899393501e-07,1.55537094e-07,1.3499393501912526e-13,-10.653402968622098,-10.6534004,2.5686220972431784e-06,2.411081327542613e-07,5.538774461117441e-09,5.53879165e-09,1.718888255908381e-14
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B10-R01737,10,5,3,3,5,5,4.4062425334919723e-07,1.000000011831,1.1830999957496147e-08,0.011699361234606798,0.011699909999999925,5.48765393126871e-07,True,1.3816942820075075,1.38169384,4.420075074840213e-07,3.199025379491435e-07,0.23567813877896468,0.235677987,1.5177896467433172e-07,-5.015208418928947,-5.01520824,1.789289472142741e-07,3.567727046775184e-08,0.0003928074856650822,0.000392807531,4.5334917785945505e-11,1.5851176208010642,1.58511841,7.891989357577955e-07,4.978803625682752e-07,0.288845052622888,0.288845241,1.8837711196484364e-07,-0.4727636681440226,-0.472763419,2.4914402257936175e-07,5.269948588846776e-07,0.03689253050783051,0.0368925333,2.79216949561345e-09,1.5734182595664574,1.5734185,2.4043354263092453e-07,1.5280968119511593e-07,0.28548544098698975,0.285485476,3.501301026886949e-08,0.947741924697957,0.947741628,2.966979570917516e-07,3.1305775270658046e-07,0.15270602961766203,0.152705967,6.261766202775298e-08
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B10-R02287,10,3,3,3,1,1,3.5031040601721987e-07,0.99999991207052,8.792948003044643e-08,0.0019218805411060913,0.0019226100000002688,7.29458894177526e-07,True,6.210437532282087,6.21043825,7.177179135453571e-07,1.15566400887962e-07,0.4985817768173458,0.498581558,2.188173457984277e-07,0.5878304673421118,0.587831318,8.506578882405691e-07,1.447114322071187e-06,0.001802474704979256,0.00180247449,2.1497925596809797e-10,6.212359412823193,6.21236086,1.447176807722883e-06,2.329512366486241e-07,0.49954091280953694,0.499541044,1.311904630485472e-07,-2.782933066828102,-2.78293276,3.0682810203686017e-07,1.1025349682109783e-07,6.193914071523655e-05,6.19390848e-05,5.591523655223453e-11,-5.488425258204277,-5.48842573,4.717957233779657e-07,8.596194740425956e-08,4.13985229728149e-06,4.13984526e-06,7.037281490234002e-12,-4.739269087415074,-4.73927069,1.6025849260969949e-06,3.381502287668347e-07,8.756675125396235e-06,8.75665046e-06,2.4665396234393707e-11
EXP-EMBED-C1-FUSED-EQUIV-001,GOLD-MODEL-C1-B10-R02482,10,1,3,3,1,1,3.1435130478970446e-07,0.9999999706692453,2.9330754713896567e-08,0.01914242333834615,0.01914309999999908,6.766616529318981e-07,True,8.028041854025867,8.02804184,1.4025866690303701e-08,1.7471093132468001e-09,0.4950444327245111,0.495044261,1.717245111110266e-07,0.6142606852281648,0.614260912,2.2677183519892452e-07,3.691784948188422e-07,0.0002984557354254117,0.000298455619,1.164254116834025e-10,8.047184277364213,8.04718494,6.626357862415944e-07,8.234380665365291e-08,0.5046120645001972,0.504612207,1.4249980273550733e-07,-1.2806936533708984,-1.28069305,6.033708983554931e-07,4.711282021015469e-07,4.48654178052568e-05,4.48654282e-05,1.0394743198789344e-11,-8.39406657839201,-8.39406776,1.1816079901194598e-06,1.4076705004474862e-07,3.652692453577257e-08,3.65268313e-08,9.323577256703008e-14,-7.014726584855267,-7.01472569,8.94855267219441e-07,1.2756808927541462e-07,1.4509513644748426e-07,1.45095214e-07,7.755251574152538e-14
