experiment_id,candidate_id,sample_id,class_label,reference_score,candidate_score,score_absolute_error,score_pass,reference_probability,candidate_probability,probability_absolute_error,probability_pass,probability_sum,normalization_error,normalization_pass
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00231,6,0.5974109898395259,0.597409964,1.0258395258810893e-06,True,0.18331108430085724,0.183310822,2.6230085722889207e-07,True,1.0000000409,4.09000000534121e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00469,1,3.2562954842520995,3.25629568,1.957479005554319e-07,True,0.3655278617191316,0.36552754,3.2171913161294086e-07,True,0.9999999750448,2.495520001755125e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00469,2,-5.235439830747934,-5.23544025,4.192520659529464e-07,True,7.499057727577171e-05,7.49904648e-05,1.1247577171122781e-10,True,0.9999999750448,2.495520001755125e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00469,3,-1.394751954862039,-1.39475191,4.4862038972581786e-08,True,0.003491372991735872,0.00349136931,3.681735872337194e-09,True,0.9999999750448,2.495520001755125e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00469,4,1.8895444304192877,1.88954449,5.9580712363782595e-08,True,0.09318543675658557,0.0931853503,8.645658557127067e-08,True,0.9999999750448,2.495520001755125e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00469,5,-2.1548990245559443,-2.15489912,9.544405576988879e-08,True,0.001632557814969316,0.00163255597,1.844969315994635e-09,True,0.9999999750448,2.495520001755125e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00469,6,3.6392508954944516,3.63925266,1.7645055483406225e-06,True,0.5360877801403019,0.536088169,3.8885969810831256e-07,True,0.9999999750448,2.495520001755125e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00473,1,2.790510890594099,2.79051018,7.105940991181114e-07,True,0.16396760341237113,0.163967714,1.1058762885984841e-07,True,1.0000000200444,2.004439991765139e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00473,2,-6.467498711061381,-6.46749973,1.0189386188130811e-06,True,1.5633476514758764e-05,1.56334754e-05,1.114758764084959e-12,True,1.0000000200444,2.004439991765139e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00473,3,-3.0130018476204117,-3.01300097,8.776204118987607e-07,True,0.0004946801583153701,0.000494681299,1.1406846298685908e-09,True,1.0000000200444,2.004439991765139e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00473,4,2.889787533540005,2.88978696,5.735400052664374e-07,True,0.18108119305317688,0.181081355,1.6194682311843067e-07,True,1.0000000200444,2.004439991765139e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00473,5,-0.3636719723554087,-0.363671839,1.333554087157296e-07,True,0.006997031622515004,0.00699704327,1.1647484996456237e-08,True,1.0000000200444,2.004439991765139e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00473,6,4.163874106903022,4.16387224,1.8669030223961158e-06,True,0.6474438582771068,0.647443593,2.6527710683676986e-07,True,1.0000000200444,2.004439991765139e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00495,1,21.887301203181394,21.8872986,2.6031813931126635e-06,True,0.5035285796117553,0.503527105,1.4746117553698923e-06,True,1.0000000354661152,3.546611515581333e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00495,2,21.87317319237344,21.8731766,3.4076265613691703e-06,True,0.4964647389010715,0.496466249,1.5100989285143918e-06,True,1.0000000354661152,3.546611515581333e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00495,3,10.657173123803341,10.6571703,2.8238033404903717e-06,True,6.680999967254711e-06,6.68097891e-06,2.1057254710899343e-11,True,1.0000000354661152,3.546611515581333e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00495,4,1.1310813567984694,1.1310811,2.5679846937798345e-07,True,4.872057229799577e-10,4.87205221e-10,5.019799577681685e-16,True,1.0000000354661152,3.546611515581333e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00495,5,-24.201006724100722,-24.2010098,3.0758992792812023e-06,True,4.854296645470987e-21,4.8542714600000004e-21,2.5185470986285934e-26,True,1.0000000354661152,3.546611515581333e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00495,6,-31.347722152055642,-31.3477173,4.852055642601272e-06,True,3.822497749522315e-24,3.8225150499999995e-24,1.730047768422218e-29,True,1.0000000354661152,3.546611515581333e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00540,1,12.803921027177115,12.8039207,3.2717711384577797e-07,True,0.5004983750423656,0.500499368,9.92957634338154e-07,True,1.00000004872832,4.872832004565453e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00540,2,1.3443464359780541,1.34434736,9.240219458472865e-07,True,5.27925526705897e-06,5.27927023e-06,1.4962941030587204e-11,True,1.00000004872832,4.872832004565453e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00540,3,12.801916451821807,12.8019123,4.151821807241163e-06,True,0.49949609324470373,0.499495149,9.442447037044666e-07,True,1.00000004872832,4.872832004565453e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00540,4,-1.6959966312145618,-1.69599676,1.2878543831362776e-07,True,2.5244597152316705e-07,2.52446398e-07,4.264768329725572e-13,True,1.00000004872832,4.872832004565453e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00540,5,-11.877645705005285,-11.8776436,2.105005284747108e-06,True,9.557282762950012e-12,9.55732455e-12,4.178704998818994e-17,True,1.00000004872832,4.872832004565453e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00540,6,-13.37654157875702,-13.376544,2.4212429803327495e-06,True,2.1348739029658613e-12,2.13487149e-12,2.4129658611933685e-18,True,1.00000004872832,4.872832004565453e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00778,1,3.636847336705139,3.63684702,3.167051390029485e-07,True,0.35370949702139304,0.353709251,2.460213930355337e-07,True,0.9999999434459179,5.655408208404822e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00778,2,-1.4365917926361,-1.43659234,5.47363899983111e-07,True,0.002214522527397781,0.0022145207,1.827397780838902e-09,True,0.9999999434459179,5.655408208404822e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00778,3,1.9052320903145141,1.90523243,3.396854859616383e-07,True,0.06260597369300352,0.0626059771,3.406996476607027e-09,True,0.9999999434459179,5.655408208404822e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00778,4,3.1755907401063217,3.17559171,9.698936782598366e-07,True,0.22301061021124063,0.223010764,1.5378875936611358e-07,True,0.9999999434459179,5.655408208404822e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00778,5,3.650186319801198,3.65018678,4.601988017327585e-07,True,0.3584592299005199,0.358459264,3.4099480072935506e-08,True,0.9999999434459179,5.655408208404822e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00778,6,-10.931264694290967,-10.9312677,3.005709032777304e-06,True,1.6664644515412143e-07,1.66645918e-07,5.271541214357965e-13,True,0.9999999434459179,5.655408208404822e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00000,1,20.76957743355673,20.7695808,3.366443269925412e-06,True,9.477713634181855e-10,9.47788403e-10,1.7039581814512455e-14,True,1.0000000009796597,9.796596867062135e-10,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00000,2,41.54648525316758,41.5464706,1.465316758242352e-05,True,0.9999999990203574,1.0,9.796425892716343e-10,True,1.0000000009796597,9.796596867062135e-10,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00000,3,17.37716363690466,17.377161,2.636904657293826e-06,True,3.1871095398906675e-11,3.18714777e-11,3.823010933237121e-16,True,1.0000000009796597,9.796596867062135e-10,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00000,4,-3.2860351424830663,-3.28603673,1.5875169339096828e-06,True,3.3844163303867643e-20,3.3844579400000004e-20,4.160961323609495e-25,True,1.0000000009796597,9.796596867062135e-10,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00000,5,-26.676712916221117,-26.6767082,4.71622111675174e-06,True,2.3498573388782982e-30,2.34991176e-30,5.442112170189508e-35,True,1.0000000009796597,9.796596867062135e-10,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00000,6,-49.7304782649243,-49.730484,5.735075696122749e-06,True,2.2851694992326693e-40,2.2851954999999998e-40,2.6000767330527582e-45,True,1.0000000009796597,9.796596867062135e-10,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00387,1,8.884327647927451,8.88432884,1.192072549116574e-06,True,0.952829000765461,0.952829063,6.223453907772125e-08,True,0.9999999326754795,6.732452051405602e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00387,2,2.7745631982348895,2.77456307,1.2823488937385719e-07,True,0.002116303649376944,0.0021163004,3.24937694416369e-09,True,0.9999999326754795,6.732452051405602e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00387,3,5.832198898871432,5.83219719,1.70887143280396e-06,True,0.045028999067157696,0.0450288728,1.262671576948704e-07,True,0.9999999326754795,6.732452051405602e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00387,4,-1.6414093590919216,-1.64140975,3.909080783515151e-07,True,2.557086780040589e-05,2.55708255e-05,4.2300405891118565e-11,True,0.9999999326754795,6.732452051405602e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00387,5,-7.149459768002616,-7.14945984,7.199738316643334e-08,True,1.0366438327924949e-07,1.03664256e-07,1.2727924948864911e-13,True,0.9999999326754795,6.732452051405602e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00387,6,-8.700220617939221,-8.70022297,2.352060779031717e-06,True,2.1985821033151237e-08,2.19857235e-08,9.75331512380027e-14,True,0.9999999326754795,6.732452051405602e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00492,1,7.853810313064605,7.85381222,1.9069353953682366e-06,True,0.5088651723868715,0.508866191,1.0186131285117028e-06,True,1.0000000350865115,3.508651147399178e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00492,2,7.798185616691368,7.79818344,2.1766913684828637e-06,True,0.4813325473398149,0.481331557,9.903398148769504e-07,True,1.0000000350865115,3.508651147399178e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00492,3,3.8942082908324007,3.89420891,6.191675994138279e-07,True,0.009704416313752528,0.00970442314,6.8262474717945e-09,True,1.0000000350865115,3.508651147399178e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00492,4,-0.7138564316165772,-0.713856339,9.261657718528937e-08,True,9.676367141160923e-05,9.67636588e-05,1.2611609239571164e-11,True,1.0000000350865115,3.508651147399178e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00492,5,-5.19076966529425,-5.19077063,9.647057499506673e-07,True,1.1000530378060993e-06,1.1000526e-06,4.3780609923007327e-13,True,1.0000000350865115,3.508651147399178e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00492,6,-13.641578123677423,-13.6415777,4.2367742381088647e-07,True,2.3511164687550534e-10,2.35111763e-10,1.161244946524105e-16,True,1.0000000350865115,3.508651147399178e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00523,1,11.06257044113073,11.0625734,2.958869270486275e-06,True,0.7227421367728333,0.722742915,7.782271667089447e-07,True,0.9999999986446353,1.3553647093544896e-09,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00523,2,10.101094208257722,10.1010933,9.082577214769572e-07,True,0.27632460186360336,0.276323825,7.768636033356202e-07,True,0.9999999986446353,1.3553647093544896e-09,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00523,3,4.402048587038806,4.40204763,9.570388055379908e-07,True,0.0009254553865325505,0.000925452681,2.7055325504911007e-09,True,0.9999999986446353,1.3553647093544896e-09,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00523,4,-0.3733722885312505,-0.373372287,1.5312504597631005e-09,True,7.80578441534041e-06,7.80577102e-06,1.339534041109832e-11,True,0.9999999986446353,1.3553647093544896e-09,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00523,5,-11.025356720429878,-11.0253553,1.4204298786069103e-06,True,1.846368968385597e-10,1.84636792e-10,1.0483855970513701e-16,True,0.9999999986446353,1.3553647093544896e-09,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00523,6,-14.16698422746598,-14.1669846,3.725340196325533e-07,True,7.978605681707212e-12,7.97859522e-12,1.0461707211179745e-17,True,0.9999999986446353,1.3553647093544896e-09,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00677,1,11.792201063552469,11.7922039,2.836447531961994e-06,True,0.4646916580859264,0.464692086,4.279140736196396e-07,True,0.9999999841005512,1.5899448757572543e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00677,2,11.932700910534203,11.9327021,1.1894657969691025e-06,True,0.5347898851570245,0.534789443,4.4215702454941663e-07,True,0.9999999841005512,1.5899448757572543e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00677,3,4.993040897055103,4.99303961,1.2870551024946053e-06,True,0.0005179968686857533,0.000517995213,1.6556857533210276e-09,True,0.9999999841005512,1.5899448757572543e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00677,4,-2.03489890194228,-2.034899,9.805771972182242e-08,True,4.593372442574209e-07,4.59336434e-07,8.102574208566822e-13,True,0.9999999841005512,1.5899448757572543e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00677,5,-8.76059293942977,-8.76059437,1.430570229388195e-06,True,5.510612247685512e-10,5.51059365e-10,1.859768551156183e-15,True,0.9999999841005512,1.5899448757572543e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00677,6,-17.92245102976953,-17.9224567,5.670230471821469e-06,True,5.784361681960543e-14,5.7843121e-14,4.958196054329477e-19,True,0.9999999841005512,1.5899448757572543e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00926,1,14.00105375745212,14.0010557,1.9425478807733043e-06,True,9.081890616857464e-13,9.08177179e-13,1.1882685746327909e-17,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00926,2,41.72837757771292,41.7283936,1.6022287077532837e-05,True,0.9999999999926876,1.0,7.312372929391131e-12,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00926,3,15.95430106928127,15.9543066,5.530718730994977e-06,True,6.404139687845641e-12,6.40407909e-12,6.059784564146129e-17,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00926,4,-4.6074385041037536,-4.60743904,5.358962464896422e-07,True,7.52680667147713e-21,7.526696530000001e-21,1.1014147712977427e-25,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00926,5,-18.266056684415307,-18.2660618,5.115584691850472e-06,True,8.805383085315768e-27,8.80521458e-27,1.6850531576709812e-31,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R00926,6,-48.81023721592682,-48.8102341,3.115926816121828e-06,True,4.781665544646605e-40,4.78160871e-40,5.683464660493401e-45,True,1.0000000000073122,7.312150884786206e-12,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R01279,1,2.3280599003661533,2.32806134,1.4396338468003478e-06,True,0.37750664140104867,0.377507091,4.4959895134644157e-07,True,0.99999995581,4.418999999256101e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R01279,2,2.366557754680044,2.36655784,8.531995598914932e-08,True,0.39232321023265043,0.392323136,7.423265041550664e-08,True,0.99999995581,4.418999999256101e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R01279,3,1.762799978769061,1.76279831,1.6687690609362704e-06,True,0.21450396864804255,0.214503542,4.266480425618724e-07,True,0.99999995581,4.418999999256101e-08,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B6-R01279,4,-2.319990880790101,-2.31998992,9.607901012564923e-07,True,0.0036166109312793008,0.00361661334,2.408720699027117e-09,True,0.99999995581,4.418999999256101e-08,True
