experiment_id,parameter_type,class,feature,source_coefficient,source_scale,source_intercept,derived_float64,stored_float32,absolute_cast_error,relative_cast_error,derivation_provenance
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,79,0.18675458651480698,74.06107722921303,,0.0025216293564947305,0.0025216294,8.876007220881554e-11,3.5199491939687463e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,80,-0.3841138335761545,11497.581800944647,,-3.340822794099152e-05,-3.340823e-05,8.326321877523239e-13,2.4922967755817233e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,81,-0.23365902798438148,4.651545116421973,,-0.05023256189851061,-0.050232563,1.2692998319074889e-09,2.5268466985059813e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,82,-0.18642735506697283,3.46153800176168,,-0.0538567986172893,-0.053856798,1.1009433226183418e-09,2.0442049116987675e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,83,-0.02562823626777112,6.016800785858034,,-0.0042594457054333686,-0.0042594457,9.13619874198801e-13,2.1449266815007956e-10,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,84,0.030077443483942194,7.32741238208222,,0.004104783778444189,0.0041047838,1.992310916937301e-11,4.853631821972446e-09,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,85,-0.007263963325729977,3.154181219455131,,-0.00230296321623042,-0.0023029633,7.040783971470899e-11,3.057271571621334e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,86,0.014544833548612876,4.7364641351152255,,0.0030708210035372808,0.003070821,5.07425234642922e-11,1.6524090269619053e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,87,0.21291181673292006,6.168467452238101,,0.03451616116668808,0.03451616,1.721640698060245e-09,4.9879263506331613e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,88,-0.4244992519197311,8564.421792151703,,-4.956543036083712e-05,-4.956543e-05,8.936131118387168e-13,1.8028959000924618e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,89,-0.15931380633227143,4.45787824966158,,-0.035737585777351755,-0.035737585,5.00986474527565e-10,1.4018475608530301e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,90,-0.25611542486056693,2.755135361534976,,-0.09295928920090397,-0.09295929,3.0320862903776558e-09,3.261735665625303e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,91,-0.08767030568017593,4.645099654104143,,-0.018873719017570588,-0.01887372,4.809445411368962e-10,2.548223488381693e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,92,-0.01994571286646129,6.129894947566944,,-0.003253842527004165,-0.0032538425,5.5836719796420464e-11,1.7160240341387914e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,93,0.023219239864916415,2.1633991684316607,,0.010732758061356297,0.010732758,2.0242427872796398e-10,1.8860415707757382e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,94,0.018568528100257508,3.2501974402617546,,0.005713046189206921,0.005713046,1.264692179106519e-10,2.213691500509437e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,95,-0.053042424829736395,4.725895581999588,,-0.011223782648048575,-0.011223783,1.3718826075148627e-10,1.2222996921215196e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,96,0.21130254247539165,2694.4732945222427,,7.842072248589783e-05,7.842072e-05,2.1085679046978917e-13,2.6887891846151622e-09,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,97,0.40635593701992245,1.6877778328373438,,0.24076387846426003,0.24076387,5.6023978511898775e-09,2.3269262345022075e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,98,0.16477957248036115,0.7777026931214807,,0.2118799046702309,0.21187991,4.368312794822415e-09,2.061692826236278e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,99,0.5061208424590783,1.6764571665688655,,0.3018990598459098,0.30189905,1.414011452371966e-08,4.683722609449933e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,100,0.42302493973395755,2.0194083930480877,,0.2094796382892344,0.20947964,6.60536550456392e-09,3.1532255633570016e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,101,-0.07284394950580174,0.8156588670555229,,-0.08930688115825161,-0.08930688,2.355675848830785e-09,2.6377316263643025e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,102,-0.07112840122550255,1.3831542652115445,,-0.05142477814260575,-0.05142478,8.552923508320376e-10,1.663191134165385e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,103,0.12129230005709735,1.8379944113100042,,0.06599165879435291,0.06599166,3.6483312620960717e-09,5.528473338524822e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,104,0.3436311392487686,2736.173682049294,,0.0001255882042514938,0.00012558821,4.651133428054677e-12,3.7034795232366374e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,105,0.552789325579244,1.6499788203059058,,0.33502813416523547,0.33502814,7.571748783519183e-09,2.2600337139999133e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,106,0.33881373659819325,0.7990250134026983,,0.4240339550264311,0.42403397,1.4614300714033135e-08,3.446493032172904e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,107,0.6067568469348517,1.7504571127280775,,0.34662765658349926,0.34662765,3.9383881711430035e-09,1.136201366608e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,108,0.29494922777070215,2.241659233499318,,0.13157629998484419,0.1315763,3.17485787659777e-10,2.412940534855799e-09,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,109,-0.20056872565804865,0.8078617581602229,,-0.24827109791013272,-0.2482711,5.137648889652624e-09,2.069370511871789e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,110,-0.19748752911116166,1.3606105643357003,,-0.14514625587049024,-0.14514625,5.145697756780976e-09,3.54518118701755e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,111,0.3266195305120299,1.6206351884688823,,0.20153797278745272,0.20153797,6.0592422745919805e-09,3.00650154945352e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,112,-0.11397041660848828,12430.306290422031,,-9.16875368520133e-06,-9.168753e-06,2.629284729391626e-13,2.867657720629335e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,113,0.06256650628204989,6.224096665144418,,0.010052303112904523,0.010052303,2.606315354508615e-10,2.592754441678931e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,114,-0.11508524611547177,4.117345706627781,,-0.027951319688851128,-0.027951319,9.182040787425461e-10,3.2850115449425014e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,115,0.14339030726899735,8.191023721125132,,0.017505785864004433,0.017505785,4.136651160502325e-10,2.3630193997792165e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,116,0.168616954181776,9.058808643350943,,0.018613590464297843,0.01861359,5.367437119763174e-10,2.8836119125207417e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,117,-0.1300103283387162,4.003117611885722,,-0.03247726920455707,-0.03247727,1.607239119572057e-09,4.948812381511855e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,118,-0.07434539598307463,6.939663836047355,,-0.010713112009388017,-0.010713112,4.001675119741366e-10,3.735305965469841e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,119,-0.018452689089239145,8.607031875668532,,-0.002143908533835408,-0.0021439085,8.949634436317133e-12,4.174447881088669e-09,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,120,-0.08797389446147172,10191.66351372981,,-8.631946525997127e-06,-8.631947e-06,3.8592180395379677e-13,4.470854896882215e-08,"coef[class,feature]/frozen_scale[feature]"
EXP-EMBED-C1-FUSED-EQUIV-001,weight,1,121,0.1699740979775902,5.715248685206965,,0.029740455287193678,0.029740455,6.581300712737992e-10,2.2129118902802805e-08,"coef[class,feature]/frozen_scale[feature]"
