experiment_id,source_experiment_id,sample_id,batch,row_index_in_batch,model_id,reference_method,candidate_method,top_k,rank_overlap_at_k,full_predicted_class,full_target_probability,candidate_prediction_preserved,candidate_keep_predicted_class,candidate_delete_predicted_class,candidate_keep_target_probability,candidate_delete_target_probability,candidate_probability_closeness,candidate_sufficiency_gap,candidate_absolute_sufficiency_gap,candidate_comprehensiveness_drop,reference_prediction_preserved,reference_keep_predicted_class,reference_delete_predicted_class,reference_keep_target_probability,reference_delete_target_probability,reference_probability_closeness,reference_sufficiency_gap,reference_absolute_sufficiency_gap,reference_comprehensiveness_drop,candidate_minus_reference_probability_closeness,candidate_minus_reference_absolute_sufficiency_gap,candidate_minus_reference_comprehensiveness_drop
EXP-FID-0001,EXP-XAI-0001,B10:125,10,125,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.3,2,0.9999998549913661,1,2,1,0.9999971786743678,0.00253213701902111,0.9999973236830016,2.676316998351247e-06,2.676316998351247e-06,0.997467717972345,1,2,3,0.9901605149412356,0.00033658510858427675,0.9901606599498695,0.00983934005013054,0.00983934005013054,0.9996632698827819,0.00983666373313219,-0.00983666373313219,-0.002195551910436855
EXP-FID-0001,EXP-XAI-0001,B10:1514,10,1514,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,1.0,6,0.5346296967138996,0,1,1,1.6335507719529666e-05,0.2918997960119959,0.4653866387938199,0.5346133612061801,0.5346133612061801,0.2427299007019037,0,1,1,1.6335507719529666e-05,0.2918997960119957,0.4653866387938199,0.5346133612061801,0.5346133612061801,0.24272990070190387,0.0,0.0,-1.6653345369377348e-16
EXP-FID-0001,EXP-XAI-0001,B10:1514,10,1514,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,3,0.6666666666666666,6,0.5346296967138996,0,1,6,3.953843917344396e-06,0.6237981975899931,0.4653742571300178,0.5346257428699822,0.5346257428699822,-0.08916850087609351,0,1,1,1.3846944861276867e-05,0.3141287218243203,0.4653841502309617,0.5346158497690383,0.5346158497690383,0.22050097488957932,-9.893100943902944e-06,9.893100943902944e-06,-0.30966947576567283
EXP-FID-0001,EXP-XAI-0001,B10:1514,10,1514,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,5,0.6,6,0.5346296967138996,0,1,6,7.933348651778397e-06,0.48029947329532124,0.4653782366347522,0.5346217633652478,0.5346217633652478,0.05433022341857835,0,1,1,1.093537330013711e-05,0.3180276876002029,0.4653812386594005,0.5346187613405995,0.5346187613405995,0.2166020091136967,-3.0020246483131174e-06,3.0020246483131174e-06,-0.16227178569511835
EXP-FID-0001,EXP-XAI-0001,B10:1514,10,1514,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.6,6,0.5346296967138996,0,1,3,3.395733387789603e-05,0.10479691868219305,0.4654042606199783,0.5345957393800217,0.5345957393800217,0.42983277803170655,0,3,1,9.530419631844687e-05,0.025215068222871825,0.46546560748241883,0.5345343925175812,0.5345343925175812,0.5094146284910278,-6.134686244052556e-05,6.134686244052556e-05,-0.07958185045932126
EXP-FID-0001,EXP-XAI-0001,B10:1516,10,1516,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,1.0,6,0.5382423397653677,0,1,1,1.7488969043729736e-05,0.2793926145314854,0.461775149203676,0.538224850796324,0.538224850796324,0.25884972523388233,0,1,1,1.7488969043729736e-05,0.2793926145314859,0.461775149203676,0.538224850796324,0.538224850796324,0.25884972523388183,0.0,0.0,4.996003610813204e-16
EXP-FID-0001,EXP-XAI-0001,B10:1516,10,1516,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,3,0.3333333333333333,6,0.5382423397653677,0,1,1,3.129808936843392e-05,0.1957823454079738,0.4617889583240007,0.5382110416759993,0.5382110416759993,0.34245999435739394,0,1,1,4.442220925133024e-05,0.11155696839388139,0.46180208244388365,0.5381979175561163,0.5381979175561163,0.4266853713714863,-1.312411988296791e-05,1.312411988296791e-05,-0.08422537701409238
EXP-FID-0001,EXP-XAI-0001,B10:1516,10,1516,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,5,0.2,6,0.5382423397653677,0,1,1,5.802681693831597e-05,0.10794192251049349,0.4618156870515706,0.5381843129484294,0.5381843129484294,0.4303004172548742,0,3,1,7.038146698112025e-05,0.04178472936974935,0.4618280417016134,0.5381719582983866,0.5381719582983866,0.49645761039561837,-1.2354650042789572e-05,1.2354650042789572e-05,-0.06615719314074414
EXP-FID-0001,EXP-XAI-0001,B10:1516,10,1516,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.5,6,0.5382423397653677,0,1,3,0.00019895752639494528,0.01927758925872891,0.46195661776102726,0.5380433822389727,0.5380433822389727,0.5189647505066388,0,3,1,0.0005804998665307861,0.00396298651562336,0.462338160101163,0.537661839898837,0.537661839898837,0.5342793532497444,-0.0003815423401357654,0.0003815423401357654,-0.015314602743105588
EXP-FID-0001,EXP-XAI-0001,B10:1655,10,1655,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,1.0,5,0.7065383494051201,0,1,3,0.07425817361589246,0.13227817317061075,0.36771982421077243,0.6322801757892276,0.6322801757892276,0.5742601762345093,0,1,3,0.07425817361589246,0.1322781731706107,0.36771982421077243,0.6322801757892276,0.6322801757892276,0.5742601762345094,0.0,0.0,-1.1102230246251565e-16
EXP-FID-0001,EXP-XAI-0001,B10:1655,10,1655,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,3,1.0,5,0.7065383494051201,1,5,1,0.8488738864972468,0.0013457120085970853,0.8576644629078732,-0.14233553709212676,0.14233553709212676,0.7051926373965229,1,5,1,0.8488738864972468,0.0013457120085970853,0.8576644629078732,-0.14233553709212676,0.14233553709212676,0.7051926373965229,0.0,0.0,0.0
EXP-FID-0001,EXP-XAI-0001,B10:1655,10,1655,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,5,0.8,5,0.7065383494051201,1,5,1,0.9720414307955038,5.171584173827673e-05,0.7344969186096163,-0.2655030813903837,0.2655030813903837,0.7064866335633818,1,5,1,0.9650622430671741,8.043574585808066e-05,0.7414761063379459,-0.2585238936620541,0.2585238936620541,0.706457913659262,-0.006979187728329617,0.006979187728329617,2.871990411978942e-05
EXP-FID-0001,EXP-XAI-0001,B10:1655,10,1655,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.9,5,0.7065383494051201,1,5,1,0.9565953302602845,1.8533198643753397e-05,0.7499430191448355,-0.2500569808551645,0.2500569808551645,0.7065198162064763,1,5,1,0.9738132214677702,5.924636136592416e-06,0.7327251279373499,-0.2672748720626501,0.2672748720626501,0.7065324247689835,0.017217891207485625,-0.017217891207485625,-1.2608562507177012e-05
EXP-FID-0001,EXP-XAI-0001,B10:1663,10,1663,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,1.0,5,0.329515758113585,0,1,1,0.014281088913694827,0.11073130666889691,0.6847653308001098,0.3152346691998902,0.3152346691998902,0.2187844514446881,0,1,1,0.014281088913694827,0.1107313066688968,0.6847653308001098,0.3152346691998902,0.3152346691998902,0.21878445144468822,0.0,0.0,-1.1102230246251565e-16
EXP-FID-0001,EXP-XAI-0001,B10:1663,10,1663,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,3,1.0,5,0.329515758113585,0,3,1,0.15554313616166718,0.0078977916244378,0.8260273780480821,0.17397262195191784,0.17397262195191784,0.3216179664891472,0,3,1,0.15554313616166718,0.007897791624437798,0.8260273780480821,0.17397262195191784,0.17397262195191784,0.3216179664891472,0.0,0.0,0.0
EXP-FID-0001,EXP-XAI-0001,B10:1663,10,1663,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,5,1.0,5,0.329515758113585,0,1,1,0.17547110187747622,0.009068339577072987,0.8459553437638911,0.1540446562361088,0.1540446562361088,0.32044741853651204,0,1,1,0.17547110187747622,0.009068339577072985,0.8459553437638911,0.1540446562361088,0.1540446562361088,0.32044741853651204,0.0,0.0,0.0
EXP-FID-0001,EXP-XAI-0001,B10:1663,10,1663,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.9,5,0.329515758113585,0,3,1,0.13165897823491568,0.008283715535935073,0.8021432201213307,0.19785677987866934,0.19785677987866934,0.3212320425776499,0,3,1,0.06868967113615108,0.0039435850467093945,0.7391739130225661,0.2608260869774339,0.2608260869774339,0.32557217306687564,0.06296930709876458,-0.06296930709876458,-0.004340130489225713
EXP-FID-0001,EXP-XAI-0001,B10:2,10,2,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,1.0,1,0.9964834307464085,1,1,1,0.9452882794211569,0.9906585500321662,0.9488048486747483,0.05119515132525165,0.05119515132525165,0.005824880714242364,1,1,1,0.9452882794211569,0.9906585500321662,0.9488048486747483,0.05119515132525165,0.05119515132525165,0.005824880714242364,0.0,0.0,0.0
EXP-FID-0001,EXP-XAI-0001,B10:2,10,2,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,3,0.6666666666666666,1,0.9964834307464085,1,1,1,0.9868720811816202,0.9713165325842046,0.9903886504352116,0.009611349564788374,0.009611349564788374,0.025166898162203966,1,1,1,0.9860576100404879,0.9692612622650832,0.9895741792940793,0.010425820705920685,0.010425820705920685,0.027222168481325304,0.0008144711411323113,-0.0008144711411323113,-0.0020552703191213384
EXP-FID-0001,EXP-XAI-0001,B10:2,10,2,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,5,0.8,1,0.9964834307464085,1,1,1,0.9841279990946248,0.9731775570034196,0.9876445683482162,0.012355431651783766,0.012355431651783766,0.02330587374298898,1,1,1,0.9911018900001786,0.9767979223329118,0.99461845925377,0.005381540746229985,0.005381540746229985,0.0196855084134967,-0.006973890905553781,0.006973890905553781,0.003620365329492281
EXP-FID-0001,EXP-XAI-0001,B10:2,10,2,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.8,1,0.9964834307464085,1,1,1,0.9442022868334222,0.9792732206677657,0.9477188560870137,0.05228114391298633,0.05228114391298633,0.017210210078642874,1,1,1,0.8905281593047905,0.9258648028297558,0.8940447285583819,0.10595527144161809,0.10595527144161809,0.07061862791665274,0.053674127528631765,-0.053674127528631765,-0.05340841783800987
EXP-FID-0001,EXP-XAI-0001,B10:2287,10,2287,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,1.0,3,0.4995409128095376,0,1,3,0.05217502107035172,0.7095486320935581,0.5526341082608142,0.4473658917391859,0.4473658917391859,-0.2100077192840205,0,1,3,0.05217502107035172,0.7095486320935578,0.5526341082608142,0.4473658917391859,0.4473658917391859,-0.21000771928402018,0.0,0.0,-3.3306690738754696e-16
EXP-FID-0001,EXP-XAI-0001,B10:2287,10,2287,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,3,0.6666666666666666,3,0.4995409128095376,0,1,3,0.02730183559518452,0.8308252421933119,0.5277609227856469,0.4722390772143531,0.4722390772143531,-0.3312843293837743,0,1,3,0.012515444292309037,0.9153251138994064,0.5129745314827714,0.48702546851722855,0.48702546851722855,-0.4157842010898688,0.014786391302875512,-0.014786391302875457,0.08449987170609452
EXP-FID-0001,EXP-XAI-0001,B10:2287,10,2287,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,5,0.6,3,0.4995409128095376,0,1,3,0.07213356603855212,0.6384991489079731,0.5725926532290145,0.42740734677098546,0.42740734677098546,-0.1389582360984355,0,1,3,0.0351847770798874,0.7907703182957906,0.5356438642703498,0.4643561357296502,0.4643561357296502,-0.291229405486253,0.03694878895866471,-0.03694878895866471,0.15227116938781748
EXP-FID-0001,EXP-XAI-0001,B10:2287,10,2287,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.7,3,0.4995409128095376,0,1,3,0.0368776797292634,0.7827220673584023,0.5373367669197258,0.4626632330802742,0.4626632330802742,-0.2831811545488647,0,1,3,0.056841858423759786,0.6949291696037485,0.5573009456142222,0.44269905438577783,0.44269905438577783,-0.1953882567942109,-0.019964178694496404,0.01996417869449635,-0.08779289775465382
EXP-FID-0001,EXP-XAI-0001,B10:2363,10,2363,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,0.0,3,0.5016367694453802,0,1,1,0.2573724293020944,0.2825547046486736,0.7557356598567142,0.24426434014328574,0.24426434014328574,0.21908206479670655,0,1,3,0.03215348779690066,0.8098320152155818,0.5305167183515205,0.4694832816484795,0.4694832816484795,-0.30819524577020163,0.22521894150519373,-0.22521894150519378,0.5272773105669082
EXP-FID-0001,EXP-XAI-0001,B10:2363,10,2363,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,3,0.0,3,0.5016367694453802,1,3,1,0.7297821325783682,0.04329020040952686,0.771854636867012,-0.22814536313298805,0.22814536313298805,0.4583465690358533,0,1,3,0.003062075611062563,0.979101900832031,0.5014253061656824,0.4985746938343176,0.4985746938343176,-0.4774651313866508,0.2704293307013296,-0.2704293307013295,0.9358117004225042
EXP-FID-0001,EXP-XAI-0001,B10:2363,10,2363,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,5,0.4,3,0.5016367694453802,1,3,1,0.8278424581792934,0.026002554908201914,0.6737943112660868,-0.3262056887339132,0.3262056887339132,0.47563421453717825,0,1,3,0.025944814977104345,0.8434162057417568,0.5243080455317242,0.47569195446827583,0.47569195446827583,-0.34177943629637664,0.14948626573436263,-0.14948626573436263,0.8174136508335549
EXP-FID-0001,EXP-XAI-0001,B10:2363,10,2363,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.4,3,0.5016367694453802,1,3,1,0.8239077264098361,0.02951775054664493,0.677729043035544,-0.32227095696445596,0.32227095696445596,0.47211901889873525,0,1,3,0.0031107153391669406,0.9787383183396507,0.5014739458937868,0.4985260541062132,0.4985260541062132,-0.4771015488942706,0.17625509714175724,-0.17625509714175724,0.9492205677930059
EXP-FID-0001,EXP-XAI-0001,B10:2847,10,2847,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,0.0,3,0.5013642499279339,0,1,1,0.42345407070661906,0.15760207620315853,0.9220898207786852,0.07791017922131488,0.07791017922131488,0.3437621737247754,1,3,1,0.6155118723095361,0.07130713354614199,0.8858523776183979,-0.11414762238160214,0.11414762238160214,0.43005711638179195,0.03623744316028732,-0.036237443160287264,-0.08629494265701654
EXP-FID-0001,EXP-XAI-0001,B10:2847,10,2847,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,3,0.3333333333333333,3,0.5013642499279339,1,3,1,0.9497246064802736,0.006390960372244772,0.5516396434476604,-0.44836035655233963,0.44836035655233963,0.49497328955568914,0,1,3,0.02082874763422762,0.8712483071246706,0.5194644977062937,0.48053550229370634,0.48053550229370634,-0.36988405719673667,0.032175145741366706,-0.032175145741366706,0.8648573467524259
EXP-FID-0001,EXP-XAI-0001,B10:2847,10,2847,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,5,0.2,3,0.5013642499279339,1,3,1,0.9860593478968581,0.0017148616893906253,0.5153049020310758,-0.4846950979689242,0.4846950979689242,0.4996493882385433,0,1,3,0.0005322814556002647,0.9963177864199124,0.4991680315276663,0.5008319684723337,0.5008319684723337,-0.4949535364919785,0.016136870503409506,-0.016136870503409506,0.9946029247305218
EXP-FID-0001,EXP-XAI-0001,B10:2847,10,2847,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,10,0.4,3,0.5013642499279339,1,3,1,0.9984466708023889,0.00021940098729504294,0.502917579125545,-0.497082420874455,0.497082420874455,0.5011448489406389,0,1,3,0.03566701359735206,0.7957588351465076,0.5343027636694182,0.46569723633058185,0.46569723633058185,-0.29439458521857365,-0.03138518454387318,0.031385184543873124,0.7955394341592126
EXP-FID-0001,EXP-XAI-0001,B10:2927,10,2927,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,INTRINSIC_COEFFICIENT,1,1.0,1,0.5014767306111504,1,1,3,0.9897978655551056,0.04016217415298844,0.5116788650560448,-0.48832113494395524,0.48832113494395524,0.46131455645816194,1,1,3,0.9897978655551056,0.040162174152988575,0.5116788650560448,-0.48832113494395524,0.48832113494395524,0.46131455645816183,0.0,0.0,1.1102230246251565e-16
