experiment_id,source_experiment_id,model_id,batch,sample_id,true_class,original_predicted_class,correct,category,method,evaluation_label,k,selected_features,original_target_score,deleted_target_score,target_score_drop,deleted_predicted_class,class_flip,retained_target_score,target_score_retained_ratio,retained_predicted_class,random_target_score_drop_mean,selected_minus_random,perturbation_standardized_l2,features_altered,reference_source,unit,measurement_type
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:1,1,1,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,5,"[25, 89, 106, 81, 112]",0.9715136026734131,0.880354083618941,0.09115951905447217,1,False,0.9537346217081947,0.9816997096939309,1,0.005293511514515222,0.08586600753995695,2.185459902122608,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:1,1,1,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,10,"[25, 89, 106, 81, 112, 42, 17, 98, 105, 26]",0.9715136026734131,0.7928278085367094,0.1786857941367037,1,False,0.9180785011148542,0.9449980922433653,1,0.013648854304407916,0.1650369398322958,2.884065387085694,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:1,1,1,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,1,[25],0.9715136026734131,0.9560402748408492,0.015473327832563943,1,False,0.9194634314966619,0.9464236310911968,1,-0.00019657158144489688,0.01566989941400884,1.0575317788509893,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:1,1,1,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,3,"[25, 81, 26]",0.9715136026734131,0.9066660424240872,0.06484756024932592,1,False,0.9676379416831468,0.9960106981728292,1,0.0030290555085053885,0.06181850474082053,1.7175259136062668,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:1,1,1,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,5,"[25, 81, 26, 88, 89]",0.9715136026734131,0.790374944735188,0.18113865793822514,1,False,0.9837389929803525,1.012583859117667,1,0.008768217090403293,0.17237044084782185,2.19024899320221,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:1,1,1,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,10,"[25, 81, 26, 88, 89, 106, 82, 27, 105, 98]",0.9715136026734131,0.8072093640780744,0.16430423859533871,1,False,0.9705984834335735,0.9990580479395024,1,0.004159643633672365,0.16014459496166636,2.8068936919046727,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:70,2,2,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,1,[58],0.9997354558496439,0.9995252079619383,0.00021024788770551694,2,False,0.01888683851362188,0.01889183623838823,1,5.881072830199082e-05,0.0001514371594035261,1.2565695390425884,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:70,2,2,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,3,"[58, 18, 50]",0.9997354558496439,0.9982064635541817,0.001528992295462106,2,False,0.0652843139505152,0.06530158910392161,1,0.00018936065369220176,0.0013396316417699043,2.32216168566874,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:70,2,2,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,5,"[58, 18, 50, 114, 26]",0.9997354558496439,0.9926560431168672,0.00707941273277668,2,False,0.22225640103465413,0.22231521322384767,1,0.0002822631183843923,0.006797149614392288,3.074034374854204,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:70,2,2,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,10,"[58, 18, 50, 114, 26, 82, 19, 2, 122, 51]",0.9997354558496439,0.911622868137307,0.08811258771233688,2,False,0.7784015850565174,0.778607561132238,2,0.0011346452518809131,0.08697794246045597,4.168074441407985,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:70,2,2,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,1,[26],0.9997354558496439,0.9993017937957744,0.00043366205386941026,2,False,0.024001432692052245,0.024007783810822414,1,3.797831413131873e-05,0.0003956837397380915,1.6763345613282707,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:70,2,2,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,3,"[26, 18, 82]",0.9997354558496439,0.9960623333391088,0.0036731225105350873,2,False,0.09266347048361114,0.09268799054931923,1,0.00012231957340779937,0.003550802937127288,2.710237284170998,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:70,2,2,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,5,"[26, 18, 82, 27, 19]",0.9997354558496439,0.9831412491294452,0.016594206720198623,2,False,0.19720990279678025,0.19726208732806993,3,0.00024835674721626437,0.01634584997298236,3.331419601288653,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:70,2,2,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,10,"[26, 18, 82, 27, 19, 83, 58, 91, 115, 114]",0.9997354558496439,0.8002550693701603,0.19948038647948352,2,False,0.7221774681954105,0.7223685665740989,2,0.0006144231459696485,0.19886596333351386,4.268961550875987,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:71,2,2,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,1,[18],0.9999514351940647,0.9998495559892218,0.00010187920484294732,2,False,0.030670461420574596,0.030671950997922467,1,1.2093608278684886e-05,8.978559656426243e-05,1.9740507927910549,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:71,2,2,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,3,"[18, 58, 50]",0.9999514351940647,0.9994116871265492,0.0005397480675155553,2,False,0.10197565277746945,0.1019806054457821,1,2.8428727741647285e-05,0.000511319339773908,2.9379492178917315,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:71,2,2,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,5,"[18, 58, 50, 114, 26]",0.9999514351940647,0.996921595505819,0.0030298396882456613,2,False,0.38540336903634687,0.38542208698520447,1,9.521762100038745e-05,0.002934622067245274,3.8211234696674725,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:71,2,2,True,CORRECT_REPRESENTATIVE,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,10,"[18, 58, 50, 114, 26, 82, 19, 122, 20, 51]",0.9999514351940647,0.935730576063189,0.06422085913087572,2,False,0.9228178237442396,0.9228626423893722,2,0.0005210703217454427,0.06369978880913027,5.506091203943325,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:71,2,2,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,1,[26],0.9999514351940647,0.9998448113184778,0.00010662387558690867,2,False,0.02821507939776629,0.028216449724171328,1,7.931325557171872e-06,9.86925500297368e-05,2.0440126585506286,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:71,2,2,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,3,"[26, 18, 82]",0.9999514351940647,0.9986708970301322,0.0012805381639324764,2,False,0.1377537099086275,0.13776040021572955,3,4.419143934056846e-05,0.0012363467245919079,3.3445055639582373,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:71,2,2,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,5,"[26, 18, 82, 19, 27]",0.9999514351940647,0.992031664427392,0.007919770766672718,2,False,0.2937198757714414,0.2937341409129914,3,5.674055177488091e-05,0.007863030214897837,4.102485645464783,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:71,2,2,True,CORRECT_REPRESENTATIVE,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,10,"[26, 18, 82, 19, 27, 58, 83, 91, 114, 50]",0.9999514351940647,0.8451247946489897,0.154826640545075,2,False,0.9256491269410501,0.925694083094551,2,0.0001571942837669112,0.1546694462613081,5.236331176827802,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:121,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,1,[106],0.6245456345243792,0.8574004992547175,-0.23285486473033834,1,False,0.687652843488879,1.1010449925129313,1,0.011398078857027372,-0.2442529435873657,1.3533623907274588,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:121,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,3,"[106, 98, 25]",0.6245456345243792,0.8904464812277624,-0.2659008467033832,1,False,0.7266271465489125,1.163449244349091,1,-0.03398822608795249,-0.23191262061543072,2.216289749796104,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:121,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,5,"[106, 98, 25, 89, 42]",0.6245456345243792,0.8364681765098557,-0.21192254198547655,1,False,0.6685952287099536,1.0705306253867586,1,0.054290297954854,-0.26621283994033057,2.803835581320255,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:121,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,10,"[106, 98, 25, 89, 42, 105, 81, 34, 108, 107]",0.6245456345243792,0.8564403080771462,-0.23189467355276705,1,False,0.23120528527759357,0.37019758444659895,2,0.04809408873423693,-0.279988762287004,3.700998728727352,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:121,2,1,False,MISCLASSIFIED,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,1,[106],0.6245456345243792,0.8574004992547175,-0.23285486473033834,1,False,0.687652843488879,1.1010449925129313,1,-0.0019058900883610452,-0.2309489746419773,1.3533623907274588,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:121,2,1,False,MISCLASSIFIED,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,3,"[106, 98, 42]",0.6245456345243792,0.974167471608327,-0.3496218370839478,1,False,0.4211289529686778,0.6742965280501677,1,-0.03506086114224873,-0.3145609759416991,2.2606521995336553,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:121,2,1,False,MISCLASSIFIED,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,5,"[106, 98, 42, 105, 34]",0.6245456345243792,0.9883980101222337,-0.36385237559785455,1,False,0.1472633870073757,0.23579283701105955,2,0.005399253454134873,-0.36925162905198944,2.8741067968904512,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:121,2,1,False,MISCLASSIFIED,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,10,"[106, 98, 42, 105, 34, 97, 10, 25, 81, 26]",0.6245456345243792,0.9006832781143461,-0.27613764358996695,1,False,0.1730082134699262,0.27701452689150585,2,0.011766050298315628,-0.2879036938882826,3.7548699684678954,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:122,2,1,False,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY",INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,1,[106],0.49841113157168304,0.7389472753450287,-0.24053614377334565,1,False,0.7216482149312562,1.4478974670080507,1,-0.008944216524167716,-0.23159192724917793,1.0647962623987777,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:122,2,1,False,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY",INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,3,"[106, 98, 25]",0.49841113157168304,0.8112111572565418,-0.31280002568485876,1,False,0.7640992915754433,1.533070277074155,1,-0.027348315473084046,-0.28545171021177473,1.7458361074095048,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:122,2,1,False,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY",INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,5,"[106, 98, 25, 89, 42]",0.49841113157168304,0.8435568363840553,-0.3451457048123723,1,False,0.7442303418647884,1.493205698512275,1,-0.03920319330686773,-0.30594251150550456,2.231066813712445,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:122,2,1,False,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY",INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,10,"[106, 98, 25, 89, 42, 105, 112, 81, 34, 107]",0.49841113157168304,0.8042070044650502,-0.3057958728933672,1,False,0.5203831703951708,1.0440841655245567,1,-0.02665913943397882,-0.2791367334593884,3.1264426830456045,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:122,2,1,False,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY",SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,1,[106],0.49841113157168304,0.7389472753450287,-0.24053614377334565,1,False,0.7216482149312562,1.4478974670080507,1,-0.02381059881179218,-0.21672554496155347,1.0647962623987777,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:122,2,1,False,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY",SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,3,"[106, 98, 105]",0.49841113157168304,0.9398321976167278,-0.4414210660450447,1,False,0.5272852519109688,1.0579323343927622,1,-0.039595045045161766,-0.40182602099988296,1.8522809032103023,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:122,2,1,False,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY",SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,5,"[106, 98, 105, 42, 34]",0.49841113157168304,0.982859401058267,-0.4844482694865839,1,False,0.2970683721134874,0.5960307731826052,2,-0.03998575000730022,-0.4444625194792837,2.311365251523978,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:122,2,1,False,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY",SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,10,"[106, 98, 105, 42, 34, 97, 10, 2, 41, 33]",0.49841113157168304,0.9935900810015981,-0.495178949429915,1,False,0.03401884747934271,0.0682545900852337,2,-0.0992378199407321,-0.3959411294891829,3.187311431466509,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:135,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,1,[106],0.5238871176882114,0.8025120667997766,-0.2786249491115652,1,False,0.6864723452023238,1.3103440073723556,1,-0.014391632927236336,-0.2642333161843289,1.3629916052388635,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:135,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,3,"[106, 98, 25]",0.5238871176882114,0.8514995693725154,-0.327612451684304,1,False,0.7242902554002587,1.382531142579681,1,-0.008297767719239933,-0.319314683965064,2.2170287895000365,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:135,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,5,"[106, 98, 25, 89, 108]",0.5238871176882114,0.8276478789652589,-0.30376076127704754,1,False,0.7085376812246033,1.3524625006074031,1,-0.013451096060347148,-0.2903096652167004,2.639596238572213,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:135,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,10,"[106, 98, 25, 89, 108, 42, 105, 81, 34, 112]",0.5238871176882114,0.6308199018159132,-0.1069327841277018,1,False,0.2969071537025079,0.5667387948241374,2,-0.022453004031930422,-0.08447978009577137,3.789642277072544,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:135,2,1,False,MISCLASSIFIED,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,1,[106],0.5238871176882114,0.8025120667997766,-0.2786249491115652,1,False,0.6864723452023238,1.3103440073723556,1,0.013822492223304955,-0.29244744133487016,1.3629916052388635,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:135,2,1,False,MISCLASSIFIED,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,3,"[106, 98, 42]",0.5238871176882114,0.964055137875122,-0.4401680201869106,1,False,0.4197743591341279,0.801268717937734,1,-0.0026324605530088177,-0.4375355596339018,2.2651494076531162,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:135,2,1,False,MISCLASSIFIED,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,5,"[106, 98, 42, 105, 34]",0.5238871176882114,0.9847577607149521,-0.46087064302674075,1,False,0.14539356648492743,0.27752842468529193,2,-0.04842934324777527,-0.4124412997789655,2.88316711197874,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:135,2,1,False,MISCLASSIFIED,SINGLE_FEATURE_ABLATION_LOCAL,ABLATION_CONSISTENCY,10,"[106, 98, 42, 105, 34, 97, 10, 2, 108, 25]",0.5238871176882114,0.9904747455622195,-0.4665876278740081,1,False,0.020753152289800677,0.039613786232002374,2,-0.13322590798608452,-0.33336171988792357,3.739210592191717,10,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:149,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,1,[106],0.49155869310910344,0.78245408221222,-0.2908953891031166,1,False,0.6854964246677198,1.3945362665279344,1,-0.001532220771765728,-0.28936316833135084,1.3709341314329697,1,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:149,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,3,"[106, 98, 25]",0.49155869310910344,0.8354991657984077,-0.3439404726893042,1,False,0.720004577856833,1.464737757566267,1,0.040298608497184814,-0.38423908118648903,2.2029240916416977,3,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
EXP-XAI-FIDELITY-001,EXP-XAI-0001,MODEL-C1,2,B2:149,2,1,False,MISCLASSIFIED,INTRINSIC_COEFFICIENT,LOCAL_FIDELITY,5,"[106, 98, 25, 89, 42]",0.49155869310910344,0.7753528051910533,-0.2837941120819499,1,False,0.6604749034053514,1.3436338583046,1,-0.07734172977428884,-0.20645238230766105,2.7768556996299925,5,BATCH_1_SAVED_SCALER_MEAN,probability,EXECUTED
