experiment_id,model_id,method,source_sample_id,target_sample_id,source_batch,target_batch,true_class,source_predicted_class,target_predicted_class,prediction_consistent,matching_cost,matching_algorithm,unit,status
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:71,B10:123,2,10,2,2,2,True,3.3302934820042034,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:495,B10:125,2,10,2,1,2,False,3.9687314401912017,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:534,B10:11,2,10,3,3,3,True,0.7273106022177276,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:535,B10:2363,2,10,3,3,3,True,0.5404638441630873,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:540,B10:9,2,10,3,1,3,False,0.6596884485422003,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:212,B10:1663,2,10,5,5,5,True,1.277943497990379,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:778,B10:1655,2,10,5,5,5,True,1.3054074871859687,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:473,B10:1514,2,10,6,6,6,True,0.6735694273896784,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B2:474,B10:1516,2,10,6,6,6,True,0.6033449881188576,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:0,B6:24,2,6,1,1,1,True,2.350789095834228,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:1,B6:23,2,6,1,1,1,True,2.388266041085845,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:71,B6:0,2,6,2,2,2,True,2.4912426339966407,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:495,B6:1,2,6,2,1,2,False,1.5609671212631806,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:534,B6:390,2,6,3,3,1,False,0.5866792971399868,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:535,B6:388,2,6,3,3,1,False,0.5939351412169025,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:540,B6:389,2,6,3,1,1,True,0.5924308354656224,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:211,B6:1461,2,6,5,5,3,False,0.5798962467644064,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:212,B6:1464,2,6,5,5,3,False,0.5561683776448904,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:778,B6:1562,2,6,5,5,1,False,1.3726652507522443,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:23,B10:842,6,10,1,1,1,True,1.1170832299727222,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:24,B10:840,6,10,1,1,1,True,1.9488663398132633,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:0,B10:125,6,10,2,2,2,True,2.830321978970387,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:1,B10:123,6,10,2,2,2,True,2.847208642576008,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:387,B10:2363,6,10,3,1,3,False,0.7226932762820829,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:388,B10:9,6,10,3,1,3,False,0.48477537381389035,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:389,B10:11,6,10,3,1,3,False,0.4049673420247285,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:390,B10:3,6,10,3,1,2,False,0.6770050913645992,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:391,B10:2287,6,10,3,1,3,False,0.6222753867859443,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:488,B10:1,6,10,3,3,1,False,0.5360028111235601,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:1539,B10:1663,6,10,5,1,5,False,0.9433288696924769,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B6:1562,B10:1655,6,10,5,1,5,False,2.23881305535013,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:0,B10:840,2,10,1,1,1,True,0.7118839451149089,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:1,B10:842,2,10,1,1,1,True,1.581492609575931,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:71,B10:123,2,10,2,2,2,True,3.3302934820042034,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:495,B10:125,2,10,2,1,2,False,3.9687314401912017,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:534,B10:11,2,10,3,3,3,True,0.7273106022177276,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:535,B10:2363,2,10,3,3,3,True,0.5404638441630873,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:540,B10:9,2,10,3,1,3,False,0.6596884485422003,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:212,B10:1663,2,10,5,5,5,True,1.277943497990379,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:778,B10:1655,2,10,5,5,5,True,1.3054074871859687,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:473,B10:1514,2,10,6,6,6,True,0.6735694273896784,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B2:474,B10:1516,2,10,6,6,6,True,0.6033449881188576,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:26,B6:24,2,6,1,4,1,False,1.1133264192694257,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:40,B6:23,2,6,1,4,1,False,1.0418063407827183,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:70,B6:1338,2,6,2,2,1,False,1.1198677456150854,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:71,B6:928,2,6,2,2,3,False,1.7896896883171012,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:514,B6:389,2,6,3,3,1,False,0.7262471878874276,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:515,B6:388,2,6,3,3,1,False,0.7397889599350483,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:23,B10:842,6,10,1,1,1,True,1.1170832299727222,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:24,B10:840,6,10,1,1,1,True,1.9488663398132633,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:1,B10:1191,6,10,2,2,1,False,2.144368823412465,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:928,B10:187,6,10,2,3,2,False,3.0724027411151984,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:932,B10:201,6,10,2,2,2,True,3.527585069233482,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:1338,B10:523,6,10,2,1,2,False,1.6706628902764051,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:388,B10:93,6,10,3,1,2,False,0.8220868008459227,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:390,B10:5,6,10,3,1,3,False,0.5280282435996942,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:391,B10:3,6,10,3,1,3,False,0.654922798978432,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:392,B10:7,6,10,3,3,2,False,0.8549469983742944,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B6:393,B10:1,6,10,3,3,2,False,0.9660629460520703,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:1,B10:840,2,10,1,1,1,True,0.6401129982228005,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:26,B10:842,2,10,1,4,1,False,0.8143986666033348,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:70,B10:523,2,10,2,2,2,True,0.9309368382880929,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:71,B10:1191,2,10,2,2,1,False,0.48547532410723976,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:514,B10:5,2,10,3,3,3,True,1.1033613085306604,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:515,B10:93,2,10,3,3,2,False,0.46711093310457963,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:720,B10:1325,2,10,5,4,5,False,5.2268331106080375,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:746,B10:1323,2,10,5,4,5,False,1.8696502137542392,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,B2:748,B10:1437,2,10,5,4,4,True,1.9266245200664052,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:0,B6:139,2,6,1,1,1,True,2.117014616541315,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:1,B6:74,2,6,1,1,1,True,2.109086335415858,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:217,B6:23,2,6,1,3,1,False,14.807907089714213,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:219,B6:708,2,6,1,3,2,False,22.523225343103743,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:70,B6:10,2,6,2,2,2,True,0.9303264556675598,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,B2:71,B6:11,2,6,2,2,2,True,0.9470712157443182,ONE_TO_ONE_HUNGARIAN_WITHIN_TRUE_CLASS,standardized_euclidean_per_sqrt_feature_count,EXECUTED
