experiment_id,model_id,method,center_sample_id,neighbor_sample_id,batch,true_class,predicted_class,category,input_distance,model_output_distance,explanation_distance,spearman,kendall_tau_b,jaccard_at_5,jaccard_at_10,jaccard_at_20,cosine_similarity,sign_agreement,top_k_sign_agreement,sign_flip_frequency,neighbor_count_requested,unit,status
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:11,B10:2363,10,3,3,CORRECT_REPRESENTATIVE,0.7582316800426887,0.4253139500749112,0.30525044200296136,0.4927268357443691,0.3666338582677166,0.42857142857142855,0.42857142857142855,0.3793103448275862,0.7965166879662707,0.71875,0.7931034482758621,0.28125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:11,B10:9,10,3,3,CORRECT_REPRESENTATIVE,0.3532595506912387,0.06375820164732994,0.23285966846981154,0.7857077458340963,0.6377952755905513,0.6666666666666666,0.5384615384615384,0.48148148148148145,0.8556210539889778,0.8125,0.8888888888888888,0.1875,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:11,B10:2287,10,3,3,CORRECT_REPRESENTATIVE,0.46257961292414707,0.4269553504356833,0.283891801624518,0.7714246475004577,0.5927657480314962,0.0,0.17647058823529413,0.42857142857142855,0.7393126413702585,0.765625,0.9285714285714286,0.234375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:11,B10:2363,10,3,3,CORRECT_REPRESENTATIVE,0.7582316800426887,0.4253139500749112,0.4048449081585336,0.4921431514374656,0.3651574803149607,0.25,0.25,0.2903225806451613,0.6951925070586135,0.71875,0.8387096774193549,0.28125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:123,B10:125,10,2,2,CORRECT_REPRESENTATIVE,1.8565164343841345,0.07440822910692729,0.1346571333539468,0.9091169199780259,0.7423720472440946,0.25,0.17647058823529413,0.48148148148148145,0.9507503858003881,1.0,1.0,0.0,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:123,B10:125,10,2,2,CORRECT_REPRESENTATIVE,1.8565164343841345,0.07440822910692729,0.2969206030604695,0.7250789690532868,0.5492125984251969,0.25,0.5384615384615384,0.8181818181818182,0.8504249990919526,0.9140625,1.0,0.0859375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:125,B10:123,10,2,2,CORRECT_REPRESENTATIVE,1.8565164343841345,0.07440822910692729,0.1346571333539468,0.9091169199780259,0.7423720472440946,0.25,0.17647058823529413,0.48148148148148145,0.9507503858003881,1.0,1.0,0.0,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:125,B10:123,10,2,2,CORRECT_REPRESENTATIVE,1.8565164343841345,0.07440822910692729,0.2969206030604695,0.7250789690532868,0.5492125984251969,0.25,0.5384615384615384,0.8181818181818182,0.8504249990919526,0.9140625,1.0,0.0859375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:1514,B10:1516,10,6,6,CORRECT_REPRESENTATIVE,0.1672277858597379,0.0068705437032658655,0.06642519022528197,0.9082299487273393,0.8624507874015749,0.42857142857142855,0.6666666666666666,0.8181818181818182,0.9433545637268681,0.984375,1.0,0.015625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:1514,B10:1516,10,6,6,CORRECT_REPRESENTATIVE,0.1672277858597379,0.0068705437032658655,0.07154088233647282,0.8934661691997801,0.8282480314960632,0.42857142857142855,0.5384615384615384,0.7391304347826086,0.9591053563363485,0.984375,1.0,0.015625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:1516,B10:1514,10,6,6,CORRECT_REPRESENTATIVE,0.1672277858597379,0.0068705437032658655,0.06642519022528197,0.9082299487273393,0.8624507874015749,0.42857142857142855,0.6666666666666666,0.8181818181818182,0.9433545637268681,0.984375,1.0,0.015625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:1516,B10:1514,10,6,6,CORRECT_REPRESENTATIVE,0.1672277858597379,0.0068705437032658655,0.07154088233647282,0.8934661691997801,0.8282480314960632,0.42857142857142855,0.5384615384615384,0.7391304347826086,0.9591053563363485,0.984375,1.0,0.015625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:1655,B10:1663,10,5,5,CORRECT_REPRESENTATIVE,1.39197445724433,0.38452202815827785,0.25385854145276676,0.6385506317524262,0.48228346456692917,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.9289524690502685,0.4375,0.9230769230769231,0.5625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:1655,B10:1663,10,5,5,CORRECT_REPRESENTATIVE,1.39197445724433,0.38452202815827785,0.31351978563240923,0.37233908624793993,0.2541830708661418,0.6666666666666666,0.5384615384615384,0.3333333333333333,0.8845188523910634,0.4296875,0.8666666666666667,0.5703125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:1663,B10:1655,10,5,5,CORRECT_REPRESENTATIVE,1.39197445724433,0.38452202815827785,0.25385854145276676,0.6385506317524262,0.48228346456692917,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.9289524690502685,0.4375,0.9230769230769231,0.5625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:1663,B10:1655,10,5,5,CORRECT_REPRESENTATIVE,1.39197445724433,0.38452202815827785,0.31351978563240923,0.37233908624793993,0.2541830708661418,0.6666666666666666,0.5384615384615384,0.3333333333333333,0.8845188523910634,0.4296875,0.8666666666666667,0.5703125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2,B10:4,10,4,1,MISCLASSIFIED,0.49199257298200155,0.013196672685931492,0.32888328630454466,0.5522454678630287,0.4020669291338583,0.6666666666666666,0.5384615384615384,0.48148148148148145,0.888570129460212,0.8046875,0.9259259259259259,0.1953125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2,B10:0,10,4,1,MISCLASSIFIED,1.1019812479342261,0.08944627138807404,0.5718199285784182,0.30873466398095584,0.21653543307086617,0.1111111111111111,0.05263157894736842,0.14285714285714285,0.479561974088152,0.59375,0.5714285714285714,0.40625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2,B10:4,10,4,1,MISCLASSIFIED,0.49199257298200155,0.013196672685931492,0.33833188611273374,0.4705411096868705,0.3385826771653544,0.42857142857142855,0.8181818181818182,0.42857142857142855,0.8929444372847046,0.7578125,0.9285714285714286,0.2421875,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2,B10:0,10,4,1,MISCLASSIFIED,1.1019812479342261,0.08944627138807404,0.5672435584275066,0.20350553927852041,0.14197834645669294,0.1111111111111111,0.17647058823529413,0.14285714285714285,0.48838829181551924,0.5625,0.5142857142857142,0.4375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2287,B10:11,10,3,3,NEAR_DECISION_BOUNDARY,0.46257961292414707,0.4269553504356833,0.2110112702745021,0.7927691814685955,0.6131889763779528,0.25,0.3333333333333333,0.48148148148148145,0.8668795476536822,0.765625,0.9629629629629629,0.234375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2287,B10:9,10,3,3,NEAR_DECISION_BOUNDARY,0.669819475303139,0.49071355208301315,0.2603445071414927,0.7006901208569858,0.531496062992126,0.1111111111111111,0.3333333333333333,0.2903225806451613,0.7539730891743031,0.59375,0.7419354838709677,0.40625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2287,B10:2363,10,3,3,NEAR_DECISION_BOUNDARY,1.048606419724196,0.0020958566358450724,0.32864783282426785,0.4448418329976195,0.32480314960629925,0.1111111111111111,0.17647058823529413,0.25,0.7204194413041412,0.484375,0.625,0.515625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2287,B10:11,10,3,3,NEAR_DECISION_BOUNDARY,0.46257961292414707,0.4269553504356833,0.283891801624518,0.7714246475004577,0.5927657480314962,0.0,0.17647058823529413,0.42857142857142855,0.7393126413702585,0.765625,0.9285714285714286,0.234375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2287,B10:9,10,3,3,NEAR_DECISION_BOUNDARY,0.669819475303139,0.49071355208301315,0.3702076535234702,0.6572971983153268,0.5022145669291339,0.1111111111111111,0.17647058823529413,0.3333333333333333,0.5586681964937245,0.59375,0.7333333333333333,0.40625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2287,B10:2363,10,3,3,NEAR_DECISION_BOUNDARY,1.048606419724196,0.0020958566358450724,0.4267537137941479,0.4708501190258194,0.36343503937007876,0.0,0.0,0.17647058823529413,0.5966447579774504,0.484375,0.5882352941176471,0.515625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2363,B10:9,10,3,3,NEAR_DECISION_BOUNDARY,0.568190460236095,0.4886181750495619,0.21889562587060357,0.7476881523530489,0.5821850393700788,0.25,0.5384615384615384,0.6,0.894584675712622,0.890625,1.0,0.109375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2363,B10:11,10,3,3,NEAR_DECISION_BOUNDARY,0.7582316800426887,0.4253139500749112,0.30525044200296136,0.4927268357443691,0.3666338582677166,0.42857142857142855,0.42857142857142855,0.3793103448275862,0.7965166879662707,0.71875,0.7931034482758621,0.28125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2363,B10:2847,10,3,3,NEAR_DECISION_BOUNDARY,0.9477166798160102,0.00027638505854752715,0.22481859139202487,0.72526208569859,0.5469980314960631,0.42857142857142855,0.3333333333333333,0.48148148148148145,0.9055770098885115,0.8359375,1.0,0.1640625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2363,B10:9,10,3,3,NEAR_DECISION_BOUNDARY,0.568190460236095,0.4886181750495619,0.3530878128800409,0.6686103735579564,0.5216535433070867,0.1111111111111111,0.3333333333333333,0.42857142857142855,0.7027340667379205,0.890625,0.9285714285714286,0.109375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2363,B10:11,10,3,3,NEAR_DECISION_BOUNDARY,0.7582316800426887,0.4253139500749112,0.4048449081585336,0.4921431514374656,0.3651574803149607,0.25,0.25,0.2903225806451613,0.6951925070586135,0.71875,0.8387096774193549,0.28125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2363,B10:2847,10,3,3,NEAR_DECISION_BOUNDARY,0.9477166798160102,0.00027638505854752715,0.18197077722359478,0.7305610236220471,0.5755413385826773,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.9475575654848573,0.8359375,1.0,0.1640625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2847,B10:2363,10,3,3,NEAR_DECISION_BOUNDARY,0.9477166798160102,0.00027638505854752715,0.22481859139202487,0.72526208569859,0.5469980314960631,0.42857142857142855,0.3333333333333333,0.48148148148148145,0.9055770098885115,0.8359375,1.0,0.1640625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2847,B10:9,10,3,3,NEAR_DECISION_BOUNDARY,1.3998935214345802,0.4888945601081094,0.3593833862606904,0.5128868339132027,0.37475393700787407,0.42857142857142855,0.3333333333333333,0.25,0.8003275638978601,0.7265625,0.96875,0.2734375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2847,B10:11,10,3,3,NEAR_DECISION_BOUNDARY,1.6379958102630205,0.4255903351334586,0.4129382010493529,0.3326027742171764,0.24089566929133863,0.25,0.17647058823529413,0.14285714285714285,0.668535695313596,0.5546875,0.4857142857142857,0.4453125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2847,B10:2363,10,3,3,NEAR_DECISION_BOUNDARY,0.9477166798160102,0.00027638505854752715,0.18197077722359478,0.7305610236220471,0.5755413385826773,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.9475575654848573,0.8359375,1.0,0.1640625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2847,B10:9,10,3,3,NEAR_DECISION_BOUNDARY,1.3998935214345802,0.4888945601081094,0.41897603613316614,0.49003731001648054,0.3540846456692914,0.1111111111111111,0.5384615384615384,0.3333333333333333,0.6897538271429948,0.7265625,0.8,0.2734375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2847,B10:11,10,3,3,NEAR_DECISION_BOUNDARY,1.6379958102630205,0.4255903351334586,0.43964769554303007,0.4069424098150522,0.29650590551181105,0.1111111111111111,0.3333333333333333,0.25,0.66961247089772,0.5546875,0.5625,0.4453125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2927,B10:2981,10,3,1,NEAR_DECISION_BOUNDARY,0.275235732561001,0.00015022766174207705,0.045903569178155856,0.9704495513642188,0.8796751968503937,1.0,1.0,0.9047619047619048,0.9966262447378769,0.984375,1.0,0.015625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2927,B10:1,10,3,1,NEAR_DECISION_BOUNDARY,2.5935423576576415,0.3969308401354472,0.36628480032051336,0.6347795733382164,0.46751968503937014,0.1111111111111111,0.25,0.25,0.742933281704899,0.3046875,0.15625,0.6953125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2927,B10:2981,10,3,1,NEAR_DECISION_BOUNDARY,0.275235732561001,0.00015022766174207705,0.059489305298997736,0.931783327229445,0.8294783464566932,1.0,1.0,0.9047619047619048,0.9936005033869733,0.984375,1.0,0.015625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2927,B10:1,10,3,1,NEAR_DECISION_BOUNDARY,2.5935423576576415,0.3969308401354472,0.45227268811505994,0.2551730452298113,0.19365157480314962,0.0,0.17647058823529413,0.3333333333333333,0.6329532389059039,0.4453125,0.3333333333333333,0.5546875,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2981,B10:2927,10,3,1,NEAR_DECISION_BOUNDARY,0.275235732561001,0.00015022766174207705,0.045903569178155856,0.9704495513642188,0.8796751968503937,1.0,1.0,0.9047619047619048,0.9966262447378769,0.984375,1.0,0.015625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:2981,B10:1,10,3,1,NEAR_DECISION_BOUNDARY,2.395045434374067,0.3967806181201636,0.37619947666605424,0.5765141457608496,0.4333169291338584,0.1111111111111111,0.25,0.25,0.7351425427016096,0.3203125,0.15625,0.6796875,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2981,B10:2927,10,3,1,NEAR_DECISION_BOUNDARY,0.275235732561001,0.00015022766174207705,0.059489305298997736,0.931783327229445,0.8294783464566932,1.0,1.0,0.9047619047619048,0.9936005033869733,0.984375,1.0,0.015625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:2981,B10:1,10,3,1,NEAR_DECISION_BOUNDARY,2.395045434374067,0.3967806181201636,0.4740141726585491,0.2045641823841787,0.15108267716535434,0.0,0.17647058823529413,0.2903225806451613,0.5964352927258308,0.4453125,0.3225806451612903,0.5546875,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:4,B10:2,10,4,1,MISCLASSIFIED,0.49199257298200155,0.013196672685931492,0.32888328630454466,0.5522454678630287,0.4020669291338583,0.6666666666666666,0.5384615384615384,0.48148148148148145,0.888570129460212,0.8046875,0.9259259259259259,0.1953125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:4,B10:0,10,4,1,MISCLASSIFIED,0.6515830198706971,0.07624959870214254,0.3002724273897535,0.7331246566562899,0.6043307086614174,0.1111111111111111,0.25,0.42857142857142855,0.7368244203795281,0.7890625,0.8214285714285714,0.2109375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:4,B10:2,10,4,1,MISCLASSIFIED,0.49199257298200155,0.013196672685931492,0.33833188611273374,0.4705411096868705,0.3385826771653544,0.42857142857142855,0.8181818181818182,0.42857142857142855,0.8929444372847046,0.7578125,0.9285714285714286,0.2421875,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:4,B10:0,10,4,1,MISCLASSIFIED,0.6515830198706971,0.07624959870214254,0.3098852149019947,0.710824482695477,0.5430610236220473,0.25,0.17647058823529413,0.3793103448275862,0.7470669594547158,0.7421875,0.7931034482758621,0.2578125,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:840,B10:842,10,1,1,CORRECT_REPRESENTATIVE,1.5331773273994855,0.0023154902859428284,0.4756692010367382,0.462627037172679,0.3312007874015749,0.1111111111111111,0.3333333333333333,0.25,0.7131622492990783,0.390625,0.46875,0.609375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:840,B10:842,10,1,1,CORRECT_REPRESENTATIVE,1.5331773273994855,0.0023154902859428284,0.5700631195786862,0.093996062992126,0.061761811023622055,0.25,0.17647058823529413,0.2903225806451613,0.6265586953901183,0.4609375,0.5483870967741935,0.5390625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:842,B10:840,10,1,1,CORRECT_REPRESENTATIVE,1.5331773273994855,0.0023154902859428284,0.4756692010367382,0.462627037172679,0.3312007874015749,0.1111111111111111,0.3333333333333333,0.25,0.7131622492990783,0.390625,0.46875,0.609375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:842,B10:840,10,1,1,CORRECT_REPRESENTATIVE,1.5331773273994855,0.0023154902859428284,0.5700631195786862,0.093996062992126,0.061761811023622055,0.25,0.17647058823529413,0.2903225806451613,0.6265586953901183,0.4609375,0.5483870967741935,0.5390625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:9,B10:11,10,3,3,CORRECT_REPRESENTATIVE,0.3532595506912387,0.06375820164732994,0.20373034501104637,0.754749587987548,0.6102362204724411,0.6666666666666666,0.5384615384615384,0.42857142857142855,0.8727050606077043,0.8125,0.9285714285714286,0.1875,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:9,B10:2363,10,3,3,CORRECT_REPRESENTATIVE,0.568190460236095,0.4886181750495619,0.21889562587060357,0.7476881523530489,0.5821850393700788,0.25,0.5384615384615384,0.6,0.894584675712622,0.890625,1.0,0.109375,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,INTRINSIC_COEFFICIENT,B10:9,B10:2287,10,3,3,CORRECT_REPRESENTATIVE,0.669819475303139,0.49071355208301315,0.2603445071414927,0.7006901208569858,0.531496062992126,0.1111111111111111,0.3333333333333333,0.2903225806451613,0.7539730891743031,0.59375,0.7419354838709677,0.40625,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:9,B10:11,10,3,3,CORRECT_REPRESENTATIVE,0.3532595506912387,0.06375820164732994,0.23285966846981154,0.7857077458340963,0.6377952755905513,0.6666666666666666,0.5384615384615384,0.48148148148148145,0.8556210539889778,0.8125,0.8888888888888888,0.1875,3,standardized_distance_similarity_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,B10:9,B10:2363,10,3,3,CORRECT_REPRESENTATIVE,0.568190460236095,0.4886181750495619,0.3530878128800409,0.6686103735579564,0.5216535433070867,0.1111111111111111,0.3333333333333333,0.42857142857142855,0.7027340667379205,0.890625,0.9285714285714286,0.109375,3,standardized_distance_similarity_or_proportion,EXECUTED
