experiment_id,sample_id,model_id,batch,row_index_in_batch,true_label,predicted_label,correct,prediction_margin,category
EXP-XAI-0001,B10:0,MODEL-C4,10,0,4,1,False,0.6892233807287504,MISCLASSIFIED
EXP-XAI-0001,B10:1,MODEL-C4,10,1,3,1,False,0.21676470339571596,MISCLASSIFIED
EXP-XAI-0001,B10:2,MODEL-C4,10,2,4,1,False,0.4856696199430938,MISCLASSIFIED
EXP-XAI-0001,B10:3,MODEL-C4,10,3,3,2,False,0.40290707425611744,MISCLASSIFIED
EXP-XAI-0001,B10:4,MODEL-C4,10,4,4,1,False,0.3425993917287083,MISCLASSIFIED
EXP-XAI-0001,B10:7,MODEL-C4,10,7,3,3,True,0.0321540131996621,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:9,MODEL-C4,10,9,3,3,True,0.9299388550629386,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:129,MODEL-C4,10,129,2,2,True,0.4414623192444596,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:131,MODEL-C4,10,131,2,2,True,0.27998374145743493,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:709,MODEL-C4,10,709,2,3,False,0.00030533095184293035,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:840,MODEL-C4,10,840,1,1,True,0.7130050818164089,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:842,MODEL-C4,10,842,1,1,True,0.9273884439220779,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1327,MODEL-C4,10,1327,5,5,True,0.059199127159963894,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1345,MODEL-C4,10,1345,5,5,True,0.002917939821334925,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1754,MODEL-C4,10,1754,1,1,True,0.0004871871301614372,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:2197,MODEL-C4,10,2197,3,3,True,0.00023172447741909297,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:2524,MODEL-C4,10,2524,6,6,True,0.0015759333312124757,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:2528,MODEL-C4,10,2528,6,6,True,0.10306461169016512,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:2610,MODEL-C4,10,2610,6,3,False,2.4275151297603603e-05,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:3217,MODEL-C4,10,3217,3,1,False,0.0005366436252698947,NEAR_DECISION_BOUNDARY
