sample_id,explained_class,explanation_score,inference_score,contribution_000,contribution_001,contribution_002,contribution_003,contribution_004,contribution_005,contribution_006,contribution_007,contribution_008,contribution_009,contribution_010,contribution_011,contribution_012,contribution_013,contribution_014,contribution_015,contribution_016,contribution_017,contribution_018,contribution_019,contribution_020,contribution_021,contribution_022,contribution_023,contribution_024,contribution_025,contribution_026,contribution_027,contribution_028,contribution_029,contribution_030,contribution_031,contribution_032,contribution_033,contribution_034,contribution_035,contribution_036,contribution_037,contribution_038,contribution_039,contribution_040,contribution_041,contribution_042,contribution_043,contribution_044,contribution_045,contribution_046,contribution_047,contribution_048,contribution_049,contribution_050,contribution_051,contribution_052,contribution_053,contribution_054,contribution_055,contribution_056,contribution_057,contribution_058,contribution_059,contribution_060,contribution_061,contribution_062,contribution_063,contribution_064,contribution_065,contribution_066,contribution_067,contribution_068,contribution_069,contribution_070,contribution_071,contribution_072,contribution_073,contribution_074,contribution_075,contribution_076,contribution_077,contribution_078,contribution_079,contribution_080,contribution_081,contribution_082,contribution_083,contribution_084,contribution_085,contribution_086,contribution_087,contribution_088,contribution_089,contribution_090,contribution_091,contribution_092,contribution_093,contribution_094,contribution_095,contribution_096,contribution_097,contribution_098,contribution_099,contribution_100,contribution_101,contribution_102,contribution_103,contribution_104,contribution_105,contribution_106,contribution_107,contribution_108,contribution_109,contribution_110,contribution_111,contribution_112,contribution_113,contribution_114,contribution_115,contribution_116,contribution_117,contribution_118,contribution_119,contribution_120,contribution_121,contribution_122,contribution_123,contribution_124,contribution_125,contribution_126,contribution_127
B2:212,5,2.65807009,2.65806985,0.060966175,0.0382332243,-0.0273062438,-0.000839875604,-0.0409321152,-0.107240662,-0.103165455,-0.0752558708,0.10980466,0.0484033339,-0.00418041181,0.0375454463,-0.0509802476,-0.103241876,-0.106103085,-0.0780255347,-0.192448467,0.0398033336,0.127918318,0.127302542,0.0549935475,-0.04767555,-0.0171362106,0.0304645021,-0.165893033,0.0711759701,0.122762002,0.104641788,0.0533061251,-0.0339904837,-0.00818095263,-0.0548426583,-0.139148459,0.0527937971,0.277105719,0.316177428,0.218662158,0.064265877,0.0424691327,0.0275381114,-0.12893182,0.0696850717,0.266331136,0.307614297,0.1687444,0.0665469244,0.101875111,-0.120104402,-0.243980482,0.142517507,0.164941251,0.146230578,0.0623882823,-0.0515499413,-0.0102803921,-0.0145443967,-0.232579291,0.149787843,0.16103968,0.137446627,0.0602645464,-0.0429917201,-0.0016220765,0.0154006537,0.0390636884,0.057629738,-0.0017506202,0.037591178,-0.0451210551,-0.136583,-0.130939484,-0.0908399299,0.0045999703,0.0571288504,-0.00941374991,0.0219320767,-0.0744695365,-0.146919042,-0.140471607,-0.0887848288,-0.192049846,0.0733497217,0.127755791,0.111224659,0.0412071794,-0.0456666909,-0.00867558457,0.0719590485,-0.199232534,0.142393321,0.119603865,0.108700357,0.060865134,-0.0389864743,-0.00448471075,0.0789970905,-0.160311624,0.132187128,0.340608537,0.322081655,0.268189996,0.0777725577,0.0314052962,0.135517076,-0.146908998,0.170915008,0.395862848,0.341029048,0.157865271,0.122065097,0.130269662,-0.492638737,-0.247334033,0.162116528,0.135410562,0.117532074,0.068643786,-0.0617416054,-0.0191913843,-0.0338359848,-0.260171205,0.214865983,0.166832283,0.146871462,0.101723433,-0.0549770668,-0.0124137858,0.0717339888
B2:322,2,3.53948188,3.53948164,0.245420218,0.589178145,0.157732964,0.138400599,0.117735505,0.211460099,0.170963615,0.0545081049,0.300763875,0.689989984,0.179727852,0.136174515,0.112675332,0.290188789,0.2500377,0.0786727518,-0.135048255,-0.354365915,-0.295414418,-0.17923905,-0.10723833,-0.329927236,-0.326474339,-0.0598538741,0.00622744439,-0.289343059,-0.250733316,-0.15014942,-0.0657430813,-0.32014519,-0.327650219,-0.152614519,0.466061771,0.652995467,0.00347745256,0.0464403518,-0.114850022,0.168865502,0.0642692223,0.214793712,0.452939838,0.620169163,-0.00189108902,0.0691233724,0.0757738575,0.157620445,0.0730225518,0.159181342,-0.0224285908,-0.418678939,-0.23954381,-0.0875189677,-0.0244949274,-0.243156299,-0.27604568,-0.151728764,0.0193676502,-0.452921122,-0.21452859,-0.0526044928,-0.0231738426,-0.255389661,-0.277470708,-0.0802731439,0.297434688,0.550588131,0.176148176,0.146481082,0.131224364,0.288612306,0.251809835,0.0902450606,0.30528596,0.562895596,0.198866844,0.174473971,0.167843372,0.311301619,0.266606927,0.0976238996,-0.102103584,-0.318222821,-0.281253964,-0.175663352,-0.0989500731,-0.306385815,-0.294979453,-0.181629479,0.134519532,-0.17646268,-0.205473125,-0.123684913,-0.0644033328,-0.218403846,-0.226515114,0.0592256822,0.584284067,0.618328154,0.0407085717,0.151498854,0.0422010608,0.228828669,0.164143354,0.224907979,0.59927839,0.606404603,0.0401577577,0.109896414,-0.0689922199,0.227852598,0.136286467,0.242828697,0.00191875035,-0.442860365,-0.249655396,-0.0677229315,-0.0281231366,-0.245891318,-0.279219568,-0.100524917,0.059917897,-0.379597664,-0.246227339,-0.0915962681,-0.086574614,-0.205125853,-0.242251664,-0.0467724279
B2:473,6,4.16387272,4.16387272,0.0107485615,-0.0657462701,0.00510255387,0.0572078153,-0.0277518537,0.0625573844,0.0632932857,0.0213852469,0.00108363654,-0.0724518523,0.0372566022,0.135634899,0.0137569522,0.0265025422,0.0265498534,0.00480387826,0.383551538,0.297673583,0.212847829,0.198838592,0.0980602577,0.22249341,0.183894739,0.155790269,0.36269477,0.28235659,0.165818661,0.159208819,0.0437321104,0.223024055,0.181297258,0.044331409,0.101770498,0.106021792,0.0052872058,-0.00169398799,-0.0479660183,0.0976560861,0.0877394825,-0.236488342,0.145084128,0.0958803594,0.00512300618,5.42584057e-05,0.102724008,0.111950211,0.0641970634,-0.175145864,0.277848333,0.131977662,0.145460963,0.122463718,0.0985384285,0.18466416,0.141906455,0.0466721058,0.338435471,0.161303326,0.159663752,0.110360213,0.104553655,0.205467045,0.142696619,-0.00336660305,0.0358540751,0.0151859596,0.150820196,0.203350693,1.27032256,0.000416253373,-0.0081812581,-0.0131824128,-0.00358868646,-0.216409788,-0.00975941028,0.0172341242,0.553949058,0.0515141711,0.0473690033,-0.00266785477,0.37761873,0.318414181,0.213787153,0.188324422,0.0835842416,0.230031788,0.187579736,0.198339388,0.038037274,-0.0404911749,0.0388795361,0.0595364794,-0.00707413489,0.0515717492,0.0260067564,0.00641762512,0.0141369989,-0.159149095,-0.0260099713,-0.0220653228,0.180059075,0.0152353151,0.0346764103,-0.640065432,0.0879041776,0.00348911271,-0.00567892008,0.00992000289,0.0160298962,0.0963720754,0.0855115429,-0.121376663,0.280452311,0.160878479,0.154247358,0.103306442,0.110648572,0.185712934,0.129556999,0.0431728996,0.112397142,0.0170742963,0.0755763948,0.0715901554,-0.0567937493,0.108669512,0.0769623443,-0.0289250892
B2:474,6,5.66348696,5.66348505,0.00466279266,0.257476151,0.0258390401,0.0509268045,0.0187085345,0.0607151277,0.0839296132,0.0292844344,-0.000428152009,0.721399307,0.0660542324,0.106687516,0.0541652404,0.0278941989,0.0472637974,-0.0328444242,0.33536467,0.193044111,0.186572149,0.179694265,0.158264518,0.215887651,0.17557098,0.148390755,0.311996073,0.180146277,0.145427644,0.141004443,0.0912337378,0.214243084,0.172026902,0.0424751192,0.079147093,0.076648809,0.00236555282,-0.00276441406,0.00605100207,0.0970785022,0.083593592,-0.219581604,0.127929091,0.0712730065,0.00420506671,4.952155e-05,0.0783263743,0.110921659,0.062010441,-0.17298013,0.229578882,0.0742387101,0.124740295,0.114924692,0.0826784372,0.177734822,0.133356392,0.043708194,0.275082231,0.0934460089,0.135977879,0.105461076,0.0857680738,0.196344078,0.133128807,-0.00317134964,0.0587121695,1.83272064,0.162660211,0.171175674,0.121911004,0.000335286633,0.0021496166,-0.0503202192,0.000710298074,1.05792999,0.00068486837,-0.00527995313,-0.00553753832,0.0522968285,0.08213339,-0.00415438088,0.320118248,0.2055123,0.185196236,0.171253234,0.129268512,0.220576197,0.177741557,0.185649246,0.0300880261,-0.0210929755,0.0333752967,0.0552666001,0.0359159894,0.0500520989,0.0271000359,0.005919124,0.0101744356,-0.0963595137,-0.00672823936,0.00667932304,0.00407437515,0.0151522718,0.0335755162,-0.595696688,0.0691028982,0.00226922194,-0.00321770855,0.00523384288,0.0075429529,0.096444346,0.0802865252,-0.118848078,0.218213096,0.0962145403,0.128147662,0.102720559,0.0921948776,0.175278112,0.120925829,0.0408158004,0.0831851065,0.00922399014,0.0619270876,0.0762088522,0.049143564,0.103075191,0.0706596449,-0.0257302169
B2:495,1,21.8872986,21.8872986,0.0600664914,-0.0692946091,0.0717751086,0.0790959746,0.0616116412,0.00823973864,0.0198830292,0.100749768,0.10784068,-0.0584466346,0.156072363,0.195699453,0.139675424,0.064368315,0.0842707306,0.143362969,-0.270838112,-0.231634498,-0.388110429,-0.0753949806,-0.0282005463,0.0454677567,0.00207582023,-0.0213256665,-0.456225097,-0.386951685,-0.57373023,-0.300284952,-0.135447651,-0.0195661355,-0.0660370216,-0.144419983,0.0552078523,-0.0403372087,0.0739626512,1.16660798,-1.27961171,-0.00985961221,-0.0178337805,-0.0285241362,0.0479583554,-0.0738925636,0.121351257,1.19508243,0.874239266,-0.00276481593,-0.00283015729,0.00190206617,0.101122461,0.171438858,0.0908703804,0.922295988,0.836610973,0.230879486,0.171308056,0.0483328626,0.0498996601,0.0754696429,-0.0123509672,0.796082199,0.661965132,0.217064455,0.158386484,0.021661615,0.177860841,0.22717227,0.189591527,0.189801365,0.145497575,0.115014285,0.122044004,0.189389452,0.0993201286,0.18038924,0.125208348,0.10650751,0.0976035222,-0.012294597,-0.00165722996,0.118290529,-0.345803887,-0.296589583,-0.374668747,-0.072052449,0.0756345689,0.0060514221,-0.0106489863,-0.119925134,-0.314788222,-0.184608892,-0.429457724,-0.240503907,-0.0473438166,-0.0194962658,-0.0144828763,0.0271027759,0.183368713,0.0387364104,0.354250908,2.15312099,2.16964793,0.0341878869,0.0228412766,-0.00697233016,0.323921233,0.171612397,0.784714878,2.78978038,1.45183885,0.113701634,0.0961482525,-0.0732719973,-0.0837165713,0.0526269749,-0.205209538,0.474726021,0.636539042,0.0711388066,0.0340870172,0.00673113763,-0.0751926899,0.16122514,-0.139055252,0.643853307,0.566516459,0.127685681,0.0950367153,0.00202498888
B2:534,3,12.6753616,12.6753578,0.173128143,0.233599365,0.0879118145,0.0746687204,0.057999555,0.155066654,0.119611681,0.0365170576,0.223522738,0.143627346,0.0951753184,0.064032875,0.065621905,0.190144762,0.15403524,0.0471456237,0.247845128,0.0194875207,0.118635073,0.0399673209,0.0745102167,-0.00700835837,0.000418087089,0.00996474084,0.655379057,-0.144034967,0.320047021,0.164172977,0.176799625,-0.0241282918,-0.0147917112,0.0442319289,0.482778728,-0.184373274,0.163787052,-0.160936624,0.282859266,0.175139189,0.115180217,0.312681884,0.355069101,-0.153465629,0.0943126827,-0.122335218,0.0792713389,0.115000896,0.0752778947,0.0487344675,0.0449027345,0.29924354,-0.0485592857,-0.0720006153,0.000657006109,0.0541572198,0.0600506775,0.0140575115,0.145277858,0.22846812,0.0291388873,-0.0216709562,0.0296749156,0.0166203342,0.0294843968,-0.00286770565,0.222040668,0.181821436,0.102115706,0.0845848471,0.0862782449,0.197906747,0.164229095,0.0612890236,0.222813606,0.224615961,0.10530711,0.0961707979,0.0818285868,0.210172012,0.173448384,0.0525728203,-0.120345533,-0.127525613,0.0320764817,0.0109496266,0.0218283311,0.038526535,0.0326080024,0.00467962027,0.258102894,-0.291086197,0.162246287,0.0851843357,0.0720977411,0.000131714856,0.0014553559,0.0251337029,0.569453955,-0.0229626521,-0.0339400657,-0.291429818,-0.261562765,0.226269335,0.155611396,0.240528747,0.616933942,0.0029295655,-0.266170144,-0.436988622,-0.18845509,0.228133902,0.138939098,0.298469126,-0.0699303746,0.211949974,0.011205012,-2.73770747e-05,0.0101040592,0.0805832669,0.0721137896,0.00574345514,-0.0526695065,0.215118647,0.0016609329,-0.013853847,-0.00589285744,0.07527031,0.0729262084,-0.000881633372
B2:535,3,12.7914047,12.7914104,0.173436075,0.235245302,0.0882529542,0.0749192387,0.0579630136,0.155317709,0.119974978,0.0371271297,0.223914564,0.147936881,0.095556587,0.0642077625,0.065504238,0.190734774,0.15436992,0.0482968576,0.243950173,0.0197509509,0.117889255,0.0394824818,0.0673861131,-0.00931074843,-0.0028514869,0.0135044986,0.653326392,-0.145382628,0.321728945,0.164541334,0.158164665,-0.0259423386,-0.017923316,0.0407329351,0.498957902,-0.173356786,0.168822408,-0.164763123,0.28961128,0.182228774,0.122685321,0.283778697,0.365567356,-0.14592877,0.0980100036,-0.127838761,0.091348283,0.119738311,0.0880249664,0.0583244972,0.0450804532,0.29995361,-0.0486802012,-0.0716321692,0.000629073649,0.0522801839,0.0565437227,0.00810805801,0.14788349,0.227945134,0.0293304641,-0.0218668468,0.0317640528,0.0146709122,0.0193066075,-0.002550042,0.222237021,0.18938449,0.10235586,0.0848252699,0.0865688622,0.198100731,0.164348096,0.0614351369,0.222993121,0.227300301,0.105576098,0.0964052305,0.0818898678,0.210413277,0.173779801,0.0525312051,-0.123679645,-0.127962232,0.0314089283,0.0101043722,0.0228187162,0.038342353,0.0302871633,0.00773876207,0.247680664,-0.294414401,0.160849884,0.0829183087,0.0695107877,0.00013296555,0.000697548268,0.0389456861,0.587443352,-0.0163892619,-0.0351007469,-0.300333917,-0.279597014,0.233996674,0.161667883,0.216746479,0.632170677,0.00516031776,-0.276578218,-0.458458245,-0.18418546,0.233862117,0.139174759,0.418946028,-0.0695743933,0.212249354,0.01127622,-2.70996643e-05,0.0102560241,0.078133814,0.06577757,0.00534136267,-0.0532736443,0.215713665,0.00166215771,-0.0137234032,-0.00645242492,0.0728093684,0.0678056553,-0.000397459778
B2:540,1,12.8039207,12.8039217,0.054310672,-0.0522248372,0.062489219,0.0697392672,0.0584820546,0.0074700946,0.0178522244,0.0934276059,0.0966527387,-0.0284072403,0.131719291,0.16664128,0.132705525,0.057020735,0.0734559149,0.130079374,-0.15363574,0.124471247,-0.218875125,-0.0243204627,-0.00867753755,0.00173042738,2.42639198e-05,-0.0088352859,-0.385868937,0.199439734,-0.420997113,-0.12824358,-0.0545165576,-0.00384356198,-0.0101660332,-0.102584146,0.0730533302,-0.15622358,0.0676433071,0.478454262,-0.372933388,-0.0108488481,-0.0201017708,-0.0996076986,0.106344111,-0.17381303,0.131089941,0.47157082,0.256319731,-0.0066757137,-0.00758183002,-0.00757873571,0.0365055427,-0.152541891,0.042458497,0.21579057,0.150448576,-0.0415079109,-0.0412990376,-0.000765754899,0.0268469676,-0.0676439479,-0.00692979433,0.22967203,0.15044485,-0.0105398698,-0.0166872684,0.0043146559,0.163761958,0.130788341,0.168805674,0.169740751,0.134314537,0.106144376,0.111706719,0.174854591,0.0909554437,0.114136368,0.112630725,0.0966237262,0.0910719335,-0.0113793015,-0.00152244419,0.107524715,0.0894742161,0.233898252,-0.0509052873,-0.00527066877,0.00607773615,-0.00181139912,0.00377168483,0.00494378107,-0.139524654,0.166741431,-0.218448147,-0.0633315071,-0.0115794279,0.000793347659,0.000959092868,0.0136604244,0.350907505,-0.0274454374,0.411031514,0.920871735,0.675122619,0.0690097138,0.0526763387,-0.106229261,0.719742,0.0778605193,0.943968475,1.15637183,0.472174734,0.252757758,0.182254821,-0.42949155,0.0253141765,-0.0650096312,-0.0297431517,0.0274247453,0.027930947,-0.0437112153,-0.0259086844,-0.00198081369,0.0148130022,-0.184160754,-0.0236863606,0.0461947992,0.0368602127,-0.0555158556,-0.0464581475,-0.000282531517
B2:778,5,3.6501863,3.65018559,0.620912611,0.0372757055,0.0681996122,0.00189477799,0.111517593,0.333285749,0.374897182,0.558464885,0.723403752,0.0403701738,0.010557727,-0.0939455107,0.139146656,0.424139798,0.467071325,0.784284234,0.092559047,0.0234019738,-0.0351404436,-0.00972418394,-0.00149081042,0.0213199165,0.00664621824,-0.0223506615,0.0752526894,0.0450564399,-0.0297753848,-0.00648259558,-0.00113818678,0.015850734,0.00313074025,0.0383068658,0.134863332,0.037402086,-0.316275269,-0.515492916,-0.357723802,-0.0307226013,-0.0159122236,-0.0181521401,0.0669224337,0.0518294796,-0.169788897,-0.301181227,-0.170503929,-0.0081610987,-0.00174392539,0.045996163,0.300700694,0.0952341035,-0.121735424,-0.0676517785,-0.0225371029,0.0502489246,0.00849012751,0.0142325517,0.292325914,0.101359479,-0.121365711,-0.0708912164,-0.0240365397,0.0430965163,0.00135831791,-0.0212859605,0.292469382,0.0481155291,0.00175847404,-0.031002935,0.0555446185,0.155227751,0.169406042,0.340212315,0.186625525,0.0440203622,0.00601221994,-0.0105062323,0.0736502782,0.0974741951,0.128213435,0.230762705,0.137708858,0.0361731797,-0.0495683737,-0.00545902457,-0.00664851535,0.031652838,0.0055162413,-0.0732709914,0.157499745,0.0850487128,-0.0562805496,-0.0172498468,-0.0119363358,0.0310646351,0.00317828986,-0.0909194201,0.171954989,0.0819506422,-0.350144088,-0.428527325,-0.363476008,-0.0375648513,-0.0120490687,-0.1374311,0.133457437,0.106264964,-0.318985313,-0.340675235,-0.168179736,-0.0456132889,-0.0351132601,0.355081052,0.355319798,0.0946326703,-0.106042825,-0.0381129682,-0.0210814774,0.0723442659,0.0192717668,0.0571133606,0.41503334,0.130662382,-0.148236156,-0.0647837222,-0.0519009046,0.07224904,0.0138941705,-0.123923235
B6:0,2,41.5464745,41.5464897,0.222237378,-0.0847755149,0.144129992,0.126941174,0.106543101,0.191501111,0.154670343,0.050542634,0.260672301,-0.313993692,0.156829849,0.120023929,0.0976639464,0.249883354,0.213846073,0.0689128712,0.360129297,0.487120301,1.55056095,1.56717813,0.878026783,0.98752737,0.988750637,0.299794436,-0.0175470393,0.385499418,1.37728155,1.36470473,0.665297866,1.07183433,1.15845978,1.12723482,-0.0810073689,0.316235989,-0.00424228376,-0.173393041,0.485241383,-0.00298089487,-0.00758351991,-0.133088976,-0.0301919132,0.293279916,0.00173031667,-0.191988572,-0.248241767,0.0135437008,0.00777056161,-0.0598401241,0.0598731712,0.28437981,1.28026581,0.948321044,0.264675409,0.627764761,0.722929597,0.514316142,-0.0575421788,0.31880784,1.29181778,0.658541739,0.297114223,0.753607154,0.875790596,0.390578151,0.2748501,0.206197709,0.16532968,0.137628987,0.121628463,0.269690454,0.232985795,0.0811908096,0.290114641,0.283804059,0.191011503,0.167802095,0.156870037,0.299586028,0.255146801,0.0918283388,0.248262823,0.349036813,1.30794334,1.33127725,0.732045174,0.810021996,0.819183886,0.987271428,-0.378379643,0.145199969,1.08041418,1.06678665,0.546051443,0.692735255,0.727719247,-0.428458542,-0.78215307,-0.103561118,-0.116674744,-0.882713974,-0.323427022,-0.243144304,-0.207218155,-0.689300299,-0.872771025,-0.187118396,-0.111593902,-0.558453441,0.408709228,-0.26464808,-0.171173245,-0.635824025,-0.00464812526,0.18789576,1.22850347,0.725492358,0.336721063,0.552931845,0.658782542,0.469005018,-0.154538155,0.157223672,1.19315529,0.90182358,0.924903989,0.494821221,0.587762535,0.22017242
B6:1,2,34.8733101,34.8733101,0.220722005,0.0182309709,0.141415998,0.124454267,0.103920117,0.189439729,0.152982473,0.0490330942,0.258110255,-0.137626588,0.151665792,0.115677513,0.0931779221,0.245270252,0.209764183,0.0668127537,0.297887951,0.357353657,1.29396701,1.28924072,0.738850415,0.821049988,0.830759585,0.259734184,-0.0144737856,0.288759887,1.15006852,1.15139139,0.568934083,0.902515709,0.956580877,0.923888624,-0.212296218,0.296320647,-0.0062325988,-0.214215338,0.637210548,-0.0504133403,-0.0263319425,-0.264788955,-0.137319535,0.285643846,0.00237243646,-0.227123022,-0.307548583,-0.0180682316,-0.00514765363,-0.128354073,0.0490976982,0.177945673,1.05505824,0.764906466,0.211484954,0.51191169,0.554545224,0.578972101,-0.0467525534,0.207109213,1.0746181,0.540497124,0.242150828,0.621631205,0.71983546,0.295995325,0.271230906,0.192030877,0.161529943,0.134588599,0.11881189,0.264819771,0.229431048,0.0806304738,0.287111878,0.250097632,0.188203707,0.165577993,0.153628439,0.29581216,0.251882792,0.0892605036,0.212550431,0.249348983,1.1504575,1.19471467,0.662814617,0.717636228,0.70860076,1.03241646,-0.310250252,0.0895504579,0.88829267,0.852888644,0.42067042,0.576315582,0.591183782,-0.390092432,-0.725387216,-0.0191285945,-0.112387948,-0.877348781,-0.313831925,-0.224662066,-0.195002958,-0.606755435,-0.796609581,-0.0833600536,-0.103316851,-0.519974113,0.418885708,-0.235655099,-0.143158823,-0.653920531,-0.00387387583,0.0813355446,1.0450207,0.624285281,0.291503668,0.469047934,0.586988091,0.446090579,-0.129284963,0.0659193546,1.0069015,0.758049667,0.812672734,0.416469932,0.49568972,0.20328702
B6:23,1,21.4146023,21.4145966,0.0234288368,0.351946682,0.0138341533,0.00472857291,0.00833454076,0.00271578413,0.00638329191,0.0456112288,0.0414244235,0.413200736,0.0308025926,0.0196466018,0.0145550454,0.0186429117,0.0229424927,0.0358103737,-0.192531779,-0.107589886,-0.240320891,-0.0577788241,-0.0249192957,0.0288096666,0.00148402131,-0.0447274223,-0.361925691,-0.165632039,-0.380483836,-0.24618274,-0.126139,-0.0136500513,-0.0509817936,-0.256319016,0.00801622029,-0.0659259409,0.033679802,0.63438201,-0.857708871,0.002393462,-9.48453526e-05,-0.101967171,-0.0125240451,-0.113602616,0.0526107065,0.711042285,0.607429862,0.00579314493,0.00611372711,-0.0180074032,0.124015346,0.105837166,0.0893190503,0.84405005,0.790505648,0.263043642,0.209423617,0.134805232,0.059668418,0.0394951925,-0.0122565012,0.750902951,0.689941406,0.239203379,0.19770892,0.0676120594,0.0673607215,-0.982094347,0.0468924455,0.0404579714,0.0284452438,0.0417850018,0.0437158644,0.0546876304,0.0488502868,-0.617697418,0.0552414879,0.0460157916,0.0402089506,-0.00604242319,-0.000761057425,0.0444715396,-0.343924135,-0.149231881,-0.267748088,-0.0526421629,0.0604453348,0.0050481311,-0.00946158264,-0.248080283,-0.429388434,-0.0793163851,-0.399558395,-0.212368175,-0.0434240513,-0.0217041988,-0.0171836,0.0662163943,0.280135602,0.358853728,0.503582776,2.88919258,2.83062434,0.0444101319,0.0431043357,-0.14455986,0.415992737,0.552966952,0.942763805,3.19681239,1.79142058,0.106494099,0.0968613327,-0.416667461,-0.158061013,0.039382223,-0.24929361,0.457390666,0.637705803,0.126594856,0.0687829107,0.0286867376,-0.133425415,0.123113722,-0.16659984,0.624109209,0.574983418,0.207120195,0.1600665,0.00635643676
B6:24,1,19.4830933,19.4831009,0.0243919101,0.117065579,0.0100677609,-0.001250937,-0.00214457978,0.00261841156,0.00605809502,0.0423894376,0.0439386293,0.140990734,0.0235401653,0.00746693881,-0.01002838,0.0179899298,0.0216331165,0.0471285731,-0.166935354,0.0177572444,-0.220330447,-0.0527807139,-0.0234595016,0.0293341167,0.00139608874,-0.0523916669,-0.313360333,0.0450611487,-0.343610138,-0.22244589,-0.114794284,-0.0137985386,-0.0514431521,-0.28792569,0.000116002804,-0.198242307,0.0339913964,0.544966042,-0.659017503,0.00220936001,0.00171743112,-0.105221674,-0.0241330098,-0.255397648,0.0502028279,0.61423254,0.527841032,0.00545212021,0.00742257619,-0.0215593819,0.113904938,-0.0318434164,0.0842882618,0.762307763,0.714987338,0.2728028,0.208579615,0.133056626,0.0549632981,-0.0190810356,-0.0115073454,0.677208543,0.57360965,0.245962322,0.178836122,0.0666283295,0.0720656291,-0.258346945,0.0417267606,0.0307833198,0.0126367696,0.0404213853,0.0412849933,0.0483305603,0.0511252843,-0.143685222,0.0520729572,0.0417974629,0.03670476,-0.00587294064,-0.000787397323,0.0509371795,-0.310191691,0.029624166,-0.250221848,-0.0482264049,0.0565131232,0.00516745262,-0.00970662199,-0.26066196,-0.388135284,0.0416369438,-0.374765545,-0.19624792,-0.041392751,-0.0221925788,-0.0165714007,0.0744079351,0.239538655,-0.0268536154,0.486280918,2.65416574,2.55668497,0.0487023033,0.043429032,-0.157849535,0.34894678,-0.0258323606,0.894003212,2.92407846,1.53335524,0.118005164,0.115020014,-0.405266941,-0.146470174,-0.013596938,-0.247571498,0.432018012,0.574683011,0.130045876,0.0674997643,0.0253967587,-0.124505296,-0.0324539989,-0.165543586,0.592514217,0.526791334,0.213219255,0.160121545,0.00644347724
B6:387,1,8.88432884,8.88432693,0.0420413427,0.0398143716,0.045037806,0.0454324707,0.0380354263,0.00612350926,0.0146431727,0.0737258121,0.0700905547,0.061974369,0.0829409733,0.0897435471,0.0580105968,0.0434562787,0.0554832965,0.0868998766,-0.205227181,-1.50567689e-06,-0.0471943468,-0.00345361186,-0.00301224412,0.00151354948,0.000115343602,-0.0438015498,-0.435484618,-0.00135189784,-0.0998318791,-0.0143610165,-0.0150213698,-0.00260852231,-0.0100713884,-0.189582661,-0.0130436383,-0.205351233,0.00732925814,0.0791534111,-0.12167722,0.00979216024,0.0180856828,-0.0981967226,-0.0377646722,-0.243105486,0.00218962971,0.0753007606,0.09304481,0.0105581982,0.0151933162,-0.00927962363,0.0772033557,-0.0518543236,0.02100637,0.0972425789,0.0957736149,0.0191255771,0.00472841598,0.0761792064,0.0452087335,-0.0236843396,-0.00328337029,0.0945356339,0.100354835,0.0382926352,0.0222628806,0.0405081548,0.133697376,-0.0128500396,0.139924079,0.139533386,0.10772831,0.0920530856,0.096704565,0.14325799,0.0788875893,-0.00554011762,0.100569136,0.0859333575,0.077540271,-0.0104018766,-0.00139100256,0.0913476795,0.00534238014,0.1302834,0.0164191499,0.00319796591,5.13599043e-05,-0.00154403702,0.00371248834,-0.0161953643,-0.195072502,0.102786556,-0.0167030692,-0.00349270809,-0.00199228083,-0.000371745147,-0.000304055313,0.0333653949,0.155623049,0.0232580323,0.174809366,0.602900207,0.727587223,-0.00594948558,-0.0174697805,-0.021601893,0.293935448,0.158754289,0.356336653,0.66641438,0.421177447,-0.00665471004,-0.042149283,-0.221836135,-0.0151615907,-0.039741762,-0.00668263994,0.012965329,0.0315814652,-0.0204469021,-0.0184892546,0.00258188439,-0.0129392548,-0.111346416,-0.00826255791,0.0226780195,0.0313243456,-0.02473801,-0.0284722429,0.00150113471
